candidate_id,candidate_name,candidate_family,ticker,seed_runs,trade_count_median,RCSI_z_mean,RCSI_z_std,p_value_mean,p_value_std,percentile_mean,share_p_le_0_20,share_rcsi_z_ge_0_5
cand_mean_reversion_zscore,Z-Score Mean Reversion (Calm Regime),mean_reversion,BTC-USD,5,3.0,0.8214224015365872,0.03610643732978658,0.19134054954204832,0.0069344422360223205,80.94920899250624,1.0,1.0
cand_mean_reversion_zscore,Z-Score Mean Reversion (Calm Regime),mean_reversion,ES=F,5,3.0,1.2718148237893545,0.03753341575088371,0.07443796835970025,0.007174241208505583,92.63946711074105,1.0,1.0
cand_mean_reversion_zscore,Z-Score Mean Reversion (Calm Regime),mean_reversion,EURUSD=X,5,18.0,-0.7505615858176689,0.03629551138069864,0.7741881765195671,0.017237044756208745,22.664446294754374,0.0,0.0
cand_mean_reversion_zscore,Z-Score Mean Reversion (Calm Regime),mean_reversion,QQQ,5,1.0,0.8287063174881506,0.017025198558516103,0.17119067443796837,0.006652784131702973,82.96419650291423,1.0,1.0
cand_mean_reversion_zscore,Z-Score Mean Reversion (Calm Regime),mean_reversion,SPY,5,1.0,0.28912570773302854,0.02297558972549871,0.3778517901748543,0.012924967801453628,62.29808492922564,0.0,0.0
cand_trend_pullback_ema_rsi,Trend Pullback (EMA + RSI),pullback,BTC-USD,5,19.0,-1.0929102798078767,0.025086532830931187,0.881931723563697,0.00973013232838736,11.890091590341381,0.0,0.0
cand_trend_pullback_ema_rsi,Trend Pullback (EMA + RSI),pullback,ES=F,5,21.0,-0.06347276537890881,0.024292948480174197,0.520233139050791,0.015634122529936508,48.05995004163198,0.0,0.0
cand_trend_pullback_ema_rsi,Trend Pullback (EMA + RSI),pullback,EURUSD=X,5,16.0,0.072960589371282,0.036120612392632444,0.4421315570358034,0.016102480937396926,55.87010824313072,0.0,0.0
cand_trend_pullback_ema_rsi,Trend Pullback (EMA + RSI),pullback,QQQ,5,22.0,-0.7794110272878959,0.03196253280286389,0.7871773522064947,0.012523960484238594,21.365528726061616,0.0,0.0
cand_trend_pullback_ema_rsi,Trend Pullback (EMA + RSI),pullback,SPY,5,13.0,-1.2258103671891933,0.04793976328111036,0.8917568692756037,0.00966722749288926,10.907577019150708,0.0,0.0
existing_trend_pullback,Existing Strategy: Trend + Pullback,existing_production,BTC-USD,5,13.0,-1.2577822320868937,0.01761125130556034,0.9277268942547877,0.006954408998441659,7.310574521232306,0.0,0.0
existing_trend_pullback,Existing Strategy: Trend + Pullback,existing_production,ES=F,5,26.0,-0.3973944316347868,0.029793507751972252,0.6406328059950042,0.013182026595945601,36.019983347210655,0.0,0.0
existing_trend_pullback,Existing Strategy: Trend + Pullback,existing_production,EURUSD=X,5,12.0,0.2495818062463238,0.027606098087017094,0.3868442964196503,0.00969014922629553,61.398834304746046,0.0,0.0
existing_trend_pullback,Existing Strategy: Trend + Pullback,existing_production,QQQ,5,24.0,-0.08111704854494689,0.013537606715869016,0.504412989175687,0.0060594189504280735,49.64196502914238,0.0,0.0
existing_trend_pullback,Existing Strategy: Trend + Pullback,existing_production,SPY,5,28.0,0.1677693288649603,0.038392656558325584,0.4196502914238135,0.015833291355876397,58.118234804329724,0.0,0.0
