simulation_id,simulated_cumulative_return
1,0.16585964571480047
2,-0.09831674782009009
3,0.07447731774266561
4,0.0444243060482595
5,-0.07037378810104941
6,-0.23704631831545878
7,-0.00015489665991781477
8,0.06583484223772253
9,0.15441965639193522
10,0.018010895411680956
11,0.01881558335133638
12,0.01877021424942051
13,-0.09965726901465197
14,0.33310432955617403
15,0.012172471918910173
16,-0.008556465656365352
17,0.15970836162336757
18,-0.03199944541051535
19,0.010105021172449968
20,0.13221840602141935
21,0.10966229515326532
22,-0.18971851626662153
23,0.1755575989841903
24,0.17864754962707347
25,-0.009903986887933468
26,-0.17608977720049457
27,0.20888671765773995
28,0.40529908692435995
29,0.154862097032511
30,-0.006270055773013934
31,0.18664099080423205
32,-0.05619158058606239
33,-0.1381388507493697
34,-0.18151321944513665
35,0.10891282169373181
36,0.012417183241917838
37,0.4952052860984489
38,0.05546957325906803
39,0.14119481565837602
40,0.022426566906883223
41,0.08491313687213423
42,0.03428606407109468
43,-0.15535741350014928
44,0.29332734534014543
45,-0.05512659547735641
46,-0.2318480196914846
47,0.0020167668863976134
48,-0.07849505904512837
49,-0.16528043738875742
50,0.05330419985354179
51,-0.13191930043704353
52,-0.06390926558483624
53,0.11765258763716617
54,-0.09117306751308375
55,0.21893829589550637
56,-0.02357520714206701
57,0.2969903081305879
58,-0.06087608887040618
59,0.2466897828199544
60,-0.03899600077480398
61,0.0326175730366771
62,-0.09791872901773646
63,0.3143612604767936
64,0.0794755550954121
65,0.014730540453536924
66,0.04353912718658291
67,0.03208582282271246
68,-0.16588711757686544
69,-0.10364303488870986
70,0.18338073588705583
71,-0.014836280382294965
72,-0.1407550507688282
73,-0.11796956148443709
74,0.06115380419305016
75,0.02915218700046124
76,-0.1096470069843037
77,0.17198921424965455
78,0.09530562447630098
79,-0.06288522604260761
80,0.2633760042312455
81,-0.010853404077542159
82,-0.06419340685510404
83,0.01642795170814087
84,-0.1712945859553126
85,0.005217928246763267
86,-0.080373764038547
87,-0.11588131081985581
88,0.03168521797120235
89,-0.05621301437721698
90,0.39981128544938893
91,0.011889978808384386
92,0.13236827989793884
93,0.27695971176767903
94,0.2098440096255415
95,0.040771276540029766
96,-0.03223390594892624
97,-0.036152195946224305
98,-0.1013780916205416
99,-0.05997904467409196
100,0.42282625665347934
101,0.055476443656784155
102,0.15325978690072378
103,0.01928758734679967
104,0.24581569145416504
105,0.03340819704387487
106,-0.157988492859644
107,0.14641829984191676
108,0.0036549416893382806
109,0.06423134480847018
110,-0.16127257278603113
111,-0.09418578770403072
112,-0.01943730430380132
113,0.03765690069125335
114,0.47799266908756566
115,0.23488819908167188
116,0.009859338715092283
117,0.062077325289480345
118,0.03339858882660465
119,0.16194481040535413
120,0.12748734643058426
121,-0.18293700770232862
122,0.12067833774668096
123,-0.0968493902057751
124,0.15630106787381942
125,-0.05784334305373834
126,0.34058807730193935
127,-0.03756512255386933
128,0.009809527615485989
129,0.11162944613999097
130,-0.1260395793422251
131,-0.21190180666354363
132,0.3347635312107079
133,0.03719002173217194
134,-0.06041242676859661
135,-0.05017130832792
136,-0.29139109231416144
137,0.050852805473864775
138,0.1155461080199874
139,0.358648359032072
140,-0.05231787753788288
141,-0.1712528684577591
142,0.15132627439558322
143,0.06625458683869619
144,0.028200954386607205
145,-0.055255512397230554
146,-0.033928343369355796
147,0.22298883852615617
148,-0.06715841313621644
149,0.28576307266119017
150,-0.1678155165696343
151,-0.14940514503740024
152,0.20839865618270006
153,-0.121656967176659
154,-0.02236672593162139
155,0.1741608377856664
156,-0.10710220199643745
157,0.2032738425484437
158,0.09931552270122626
159,-0.05007767671748784
160,-0.11829392366603195
161,0.10510677311645449
162,0.02501179524752649
163,0.11986728276674503
164,-0.04579546645496133
165,-0.14258349549196186
166,0.12840476515374735
167,0.45815780433538833
168,0.09886820821228348
169,-0.07877015565185598
170,0.021730275281846942
171,0.01816921736061684
172,-0.004587364740734366
173,0.19456182807505737
174,0.2612139325687714
175,0.24384049281764755
176,-0.18541280363431004
177,-0.18981147971158346
178,-0.1706494144068575
179,0.16118393490088884
180,0.33210289822457967
181,0.14099967104975725
182,-0.1315475169419436
183,0.2335967708259643
184,-0.1992819083512116
185,0.1727036294469828
186,-0.0017402070961862295
187,0.09653922508681613
188,0.12103979358964455
189,-0.1745137357114537
190,0.0016868290442274576
191,-0.15402232128579035
192,0.1991718635834791
193,0.2354892771402251
194,-0.005753699681293414
195,-0.1605307364403517
196,-0.010657322532022638
197,-0.07535979511777409
198,0.25820232883534494
199,0.10964137588829535
200,-0.1323272210832725
201,-0.16744475406140807
202,0.08310379060102988
203,0.08737030793955272
204,0.2555733512195676
205,0.06427597115964871
206,0.18627211718840214
207,0.060802142263663164
208,-0.023394477562137302
209,0.009142810414959875
210,-0.25758740475717207
211,0.4573793343395419
212,0.008347470053680828
213,0.07488223960498565
214,-0.31135702759176953
215,0.06230939821135122
216,0.05967842883810598
217,0.07671471267323093
218,-0.19461588451102194
219,-0.01473323459110118
220,0.29884752001449105
221,0.09583560513356246
222,-0.3657886797823054
223,0.16571233021057452
224,0.32260779844858095
225,0.27301441053411274
226,-0.058191303949115564
227,-0.09499660897169138
228,0.5824086756318212
229,0.03131658606140034
230,-0.11718308656840867
231,-0.11816298780041601
232,0.02770809629855854
233,-0.003940999268179086
234,-0.12810544423557088
235,-0.17458846214955687
236,0.22564800209619396
237,-0.04247676876841158
238,-0.09539359103881456
239,-0.04200983166792037
240,-0.14065453735429048
241,0.15570331387192726
242,0.025246941976103988
243,0.03766999043573707
244,0.07531203648903981
245,-0.16669007294078128
246,0.07381246706395825
247,0.21673067148815622
248,-0.04206810487074077
249,0.016619022627102343
250,0.2123461526321079
251,0.1796010571962289
252,-0.030064248694892482
253,0.35216933158967606
254,0.1770785802165213
255,0.06458757970521822
256,0.07965683949762556
257,-0.138718026089466
258,-0.044677680749211794
259,0.004195347226659668
260,-0.07877917988440701
261,-0.07321947710582538
262,0.23718991094802072
263,0.17407919411875517
264,0.21054129474757177
265,-0.1973641455126386
266,0.055405546324326746
267,0.3373389168319187
268,0.051237927588941634
269,-0.01855364624207477
270,-0.07804593297101546
