agent,outer_run,seed_used,actual_cumulative_return,annualized_return,annualized_sharpe,trade_level_return_ratio,max_drawdown,median_simulated_return,mean_simulated_return,std_simulated_return,actual_percentile,p_value,p_value_prominence,RCSI,RCSI_z,significant_run,outperform_null_median,lower_5pct,upper_95pct,number_of_trades,transaction_cost,simulations_per_run,null_model
trend,1,101,0.6708471687038818,0.020166597665909475,0.23117652701521527,0.07612033954662431,-0.28174104171645886,2.3492494008604172,2.619146275263469,1.5171145145278409,4.7,0.953,0.02090709936167361,-1.6784022321565355,-1.2842136093898888,0,0,0.6982125451402879,5.388336548331393,251,0.00047,1000,random_timing_matched_duration
mean_reversion,1,101,0.413911823549179,0.013686139357913771,0.17559332396789393,0.11611084698866261,-0.41432449772481317,0.42809306521582435,0.49761134875079444,0.49581455795197743,49.1,0.509,0.29328221766324125,-0.014181241666645361,-0.16881215740688726,0,0,-0.18931257667436363,1.382579057074051,101,0.00047,1000,random_timing_matched_duration
random,1,101,0.8735453950267567,0.024824797637227163,0.2562582989659861,0.1268040341470653,-0.33963379731427057,1.4074342476949118,1.6000863450925311,1.1599951465840952,30.0,0.7,0.1549019599857432,-0.5338888526681551,-0.6263310257851178,0,0,0.13966055376026065,3.804350511041021,147,0.00047,1000,random_timing_matched_duration
momentum,1,101,2.372379574714248,0.04870943558165331,0.4461775461670494,0.19422441420509093,-0.2913861697345619,2.970209178005818,3.196465987511967,1.5797604748023153,33.900000000000006,0.661,0.17979854051435976,-0.59782960329157,-0.5216527606191956,0,0,1.1315272559435097,6.171480956592404,119,0.00047,1000,random_timing_matched_duration
breakout,1,101,0.9449243962041859,0.026363926305571404,0.2852231562064412,0.1544091797976828,-0.3876603717014563,2.41880757501053,2.8034054483351474,1.8880597574799869,10.299999999999999,0.897,0.047207556955907906,-1.4738831788063442,-0.9843338086986694,0,0,0.6556422979972334,6.161950193898693,78,0.00047,1000,random_timing_matched_duration
trend,2,102,0.6708471687038818,0.020166597665909475,0.23117652701521527,0.07612033954662431,-0.28174104171645886,2.31067698546803,2.5936867283820075,1.5667429811868023,4.8,0.952,0.021363051615525673,-1.639829816764148,-1.2272846170477698,0,0,0.6853144250214402,5.4809137589196535,251,0.00047,1000,random_timing_matched_duration
mean_reversion,2,102,0.413911823549179,0.013686139357913771,0.17559332396789393,0.11611084698866261,-0.41432449772481317,0.4393772876068517,0.5192954228187132,0.517266901821197,47.5,0.525,0.2798406965940431,-0.025465464057672693,-0.20373157242131462,0,0,-0.17068083463738018,1.4986800366689428,101,0.00047,1000,random_timing_matched_duration
random,2,102,0.8735453950267567,0.024824797637227163,0.2562582989659861,0.1268040341470653,-0.33963379731427057,1.3546478194981768,1.597976018270702,1.2179955181658004,30.4,0.696,0.15739076038943792,-0.48110242447142015,-0.5947728152028648,0,0,0.140445313452889,3.8947504937102586,147,0.00047,1000,random_timing_matched_duration
momentum,2,102,2.372379574714248,0.04870943558165331,0.4461775461670494,0.19422441420509093,-0.2913861697345619,2.899839581756008,3.255818179339919,1.7512529874459937,36.5,0.635,0.1972262747080243,-0.5274600070417597,-0.504460869422451,0,0,1.1148371466330846,6.6231008756399685,119,0.00047,1000,random_timing_matched_duration
breakout,2,102,0.9449243962041859,0.026363926305571404,0.2852231562064412,0.1544091797976828,-0.3876603717014563,2.4628795395496033,2.8160759471595784,1.7480254582782466,9.9,0.901,0.04527520902093701,-1.5179551433454175,-1.0704372422575708,0,0,0.6726040076625736,5.911449259535004,78,0.00047,1000,random_timing_matched_duration
trend,3,103,0.6708471687038818,0.020166597665909475,0.23117652701521527,0.07612033954662431,-0.28174104171645886,2.3497635353614252,2.5896346242758237,1.550259039647152,5.800000000000001,0.942,0.025949097207122653,-1.6789163666575435,-1.2377205399225855,0,0,0.6152950029113724,5.624236702878941,251,0.00047,1000,random_timing_matched_duration
mean_reversion,3,103,0.413911823549179,0.013686139357913771,0.17559332396789393,0.11611084698866261,-0.41432449772481317,0.4516193697666936,0.5285594419782321,0.5258108996289524,46.9,0.531,0.2749054789185309,-0.0377075462175146,-0.21803963841365062,0,0,-0.15187856584036039,1.526762544384492,101,0.00047,1000,random_timing_matched_duration
random,3,103,0.8735453950267567,0.024824797637227163,0.2562582989659861,0.1268040341470653,-0.33963379731427057,1.3876395012921867,1.5699353784668406,1.0676817348124774,27.800000000000004,0.722,0.14146280243036088,-0.5140941062654301,-0.6522449160024215,0,0,0.15175906258749797,3.540984321155999,147,0.00047,1000,random_timing_matched_duration
momentum,3,103,2.372379574714248,0.04870943558165331,0.4461775461670494,0.19422441420509093,-0.2913861697345619,2.8696714844346554,3.2267902777431066,1.6992649880654682,35.199999999999996,0.648,0.18842499412940666,-0.49729190972040715,-0.5028119269388137,0,0,1.118234927114765,6.6099870405012435,119,0.00047,1000,random_timing_matched_duration
breakout,3,103,0.9449243962041859,0.026363926305571404,0.2852231562064412,0.1544091797976828,-0.3876603717014563,2.465533484467848,2.8234741693641725,1.7189061170276132,9.6,0.904,0.04383156952463668,-1.520609088263662,-1.0928751457400327,0,0,0.6679315759356976,6.116243997953458,78,0.00047,1000,random_timing_matched_duration
trend,4,104,0.6708471687038818,0.020166597665909475,0.23117652701521527,0.07612033954662431,-0.28174104171645886,2.281428484833752,2.61046415727116,1.574301969027763,4.3999999999999995,0.956,0.019542107723899943,-1.61058131612987,-1.232048886888658,0,0,0.7253395222124024,5.581036786313528,251,0.00047,1000,random_timing_matched_duration
mean_reversion,4,104,0.413911823549179,0.013686139357913771,0.17559332396789393,0.11611084698866261,-0.41432449772481317,0.4247815801771021,0.5186065452910408,0.5203884730861436,48.9,0.511,0.29157909986528724,-0.01086975662792311,-0.20118570482734527,0,0,-0.1399504570513604,1.4684590150680148,101,0.00047,1000,random_timing_matched_duration
random,4,104,0.8735453950267567,0.024824797637227163,0.2562582989659861,0.1268040341470653,-0.33963379731427057,1.3670371568217887,1.5643780786219605,1.1643671435274667,31.5,0.685,0.1643094285075744,-0.49349176179503207,-0.5933117294106364,0,0,0.1311329976727123,3.798552798748837,147,0.00047,1000,random_timing_matched_duration
momentum,4,104,2.372379574714248,0.04870943558165331,0.4461775461670494,0.19422441420509093,-0.2913861697345619,2.925539331103887,3.225678445845455,1.663302888677584,34.5,0.655,0.18375870000821692,-0.5531597563896389,-0.5130147232592289,0,0,1.1426411156987903,6.255471962905189,119,0.00047,1000,random_timing_matched_duration
breakout,4,104,0.9449243962041859,0.026363926305571404,0.2852231562064412,0.1544091797976828,-0.3876603717014563,2.4962562769968035,2.774982389941278,1.6730914821680554,8.799999999999999,0.912,0.04000516167158381,-1.5513318807926177,-1.093818247981057,0,0,0.7222525798333356,5.883343471498444,78,0.00047,1000,random_timing_matched_duration
trend,5,105,0.6708471687038818,0.020166597665909475,0.23117652701521527,0.07612033954662431,-0.28174104171645886,2.285767829532841,2.551702388094775,1.5845592957363608,5.7,0.943,0.02548830726267165,-1.6149206608289592,-1.1869894831022028,0,0,0.602537900828242,5.438818474189044,251,0.00047,1000,random_timing_matched_duration
mean_reversion,5,105,0.413911823549179,0.013686139357913771,0.17559332396789393,0.11611084698866261,-0.41432449772481317,0.4120205963392319,0.49235107650062404,0.5187536946265324,50.1,0.499,0.3018994543766101,0.0018912272099471106,-0.15120712153754587,0,1,-0.2049652936345271,1.4646802788568662,101,0.00047,1000,random_timing_matched_duration
random,5,105,0.8735453950267567,0.024824797637227163,0.2562582989659861,0.1268040341470653,-0.33963379731427057,1.4000414596983317,1.639591133219339,1.2030290450671581,29.2,0.708,0.149966742310231,-0.5264960646715751,-0.6367641257986572,0,0,0.12515626410637262,3.808212198179559,147,0.00047,1000,random_timing_matched_duration
momentum,5,105,2.372379574714248,0.04870943558165331,0.4461775461670494,0.19422441420509093,-0.2913861697345619,2.8971939159005315,3.201956804767573,1.6903959777305024,35.4,0.646,0.1897674820049159,-0.5248143411862833,-0.4907591126471452,0,0,1.1109889873391026,6.444518082530951,119,0.00047,1000,random_timing_matched_duration
breakout,5,105,0.9449243962041859,0.026363926305571404,0.2852231562064412,0.1544091797976828,-0.3876603717014563,2.485820520428468,2.838122496231556,1.7995269395692117,10.7,0.893,0.049148541111453566,-1.540896124224282,-1.0520532137632697,0,0,0.6309631833225463,6.669392235161283,78,0.00047,1000,random_timing_matched_duration
trend,6,106,0.6708471687038818,0.020166597665909475,0.23117652701521527,0.07612033954662431,-0.28174104171645886,2.353212777450248,2.6547385111991644,1.639881622061841,5.1,0.949,0.022733787572707352,-1.682365608746366,-1.2097771667206774,0,0,0.6651556733893743,5.751205579867164,251,0.00047,1000,random_timing_matched_duration
mean_reversion,6,106,0.413911823549179,0.013686139357913771,0.17559332396789393,0.11611084698866261,-0.41432449772481317,0.4104021557734858,0.47210421903235983,0.5045199680054331,50.5,0.495,0.3053948010664313,0.0035096677756931705,-0.11534210571137231,0,1,-0.1909173197271389,1.3716185475763654,101,0.00047,1000,random_timing_matched_duration
random,6,106,0.8735453950267567,0.024824797637227163,0.2562582989659861,0.1268040341470653,-0.33963379731427057,1.3324370674740145,1.5802825895650876,1.1113180280788943,27.500000000000004,0.725,0.13966199342900631,-0.4588916724472578,-0.6359450460459537,0,0,0.15390666141958165,3.5996192626834955,147,0.00047,1000,random_timing_matched_duration
momentum,6,106,2.372379574714248,0.04870943558165331,0.4461775461670494,0.19422441420509093,-0.2913861697345619,2.9829242341145505,3.2635885576191237,1.7051345749361884,34.5,0.655,0.18375870000821692,-0.6105446594003023,-0.5226619622901186,0,0,1.187047820988498,6.358659614235588,119,0.00047,1000,random_timing_matched_duration
breakout,6,106,0.9449243962041859,0.026363926305571404,0.2852231562064412,0.1544091797976828,-0.3876603717014563,2.281609104684027,2.7001223456815096,1.78007187159857,9.8,0.902,0.04479346245805826,-1.336684708479841,-0.9860264506629677,0,0,0.6993326946529379,5.699854815893234,78,0.00047,1000,random_timing_matched_duration
trend,7,107,0.6708471687038818,0.020166597665909475,0.23117652701521527,0.07612033954662431,-0.28174104171645886,2.327593525947227,2.6210065431828924,1.58601334868563,5.1,0.949,0.022733787572707352,-1.6567463572433452,-1.229598336038696,0,0,0.6594102504791591,5.770524905703385,251,0.00047,1000,random_timing_matched_duration
mean_reversion,7,107,0.413911823549179,0.013686139357913771,0.17559332396789393,0.11611084698866261,-0.41432449772481317,0.36823816279110533,0.45555747369253674,0.5074182999114885,53.400000000000006,0.466,0.3316140833099998,0.045673660758073664,-0.08207360702328279,0,1,-0.2336822696918812,1.3771881599025333,101,0.00047,1000,random_timing_matched_duration
random,7,107,0.8735453950267567,0.024824797637227163,0.2562582989659861,0.1268040341470653,-0.33963379731427057,1.3591898313591217,1.613346932766918,1.2267602264488988,30.4,0.696,0.15739076038943792,-0.4856444363323651,-0.6030530838790429,0,0,0.15256947121359862,4.0760870828486855,147,0.00047,1000,random_timing_matched_duration
momentum,7,107,2.372379574714248,0.04870943558165331,0.4461775461670494,0.19422441420509093,-0.2913861697345619,2.957525331773252,3.316669948384462,1.8213828053902466,34.2,0.658,0.1817741063860445,-0.5851457570590037,-0.5184469573752739,0,0,1.1043434292934982,6.789252599807947,119,0.00047,1000,random_timing_matched_duration
