Date,Close,equity,wealth_index,daily_return,cumulative_return,rolling_peak,drawdown
2002-03-19,,100000.0,1.0,0.0,0.0,1.0,0.0
2002-03-20,,100000.0,1.0,0.0,0.0,1.0,0.0
2002-03-21,,100000.0,1.0,0.0,0.0,1.0,0.0
2002-03-22,,100000.0,1.0,0.0,0.0,1.0,0.0
2002-03-25,,100000.0,1.0,0.0,0.0,1.0,0.0
2002-03-26,,100000.0,1.0,0.0,0.0,1.0,0.0
2002-03-27,,100000.0,1.0,0.0,0.0,1.0,0.0
2002-03-28,,100000.0,1.0,0.0,0.0,1.0,0.0
2002-04-01,19.849145889282227,100420.35495805222,1.0042035495805222,0.004203549580522159,0.004203549580522159,1.0042035495805222,0.0
2002-04-02,19.734060287475582,100071.18524217088,1.0007118524217087,-0.003477081076114552,0.0007118524217086808,1.0042035495805222,-0.003477081076114552
2002-04-03,19.476795196533203,99290.64295625169,0.9929064295625168,-0.007799870502485651,-0.007093570437483154,1.0042035495805222,-0.011249830796479787
2002-04-04,,99419.70383676974,0.9941970383676973,0.0012998292354187146,-0.00580296163230265,1.0042035495805222,-0.009964624420023993
2002-04-05,,99419.70383676974,0.9941970383676973,0.0,-0.00580296163230265,1.0042035495805222,-0.009964624420023993
2002-04-08,,99419.70383676974,0.9941970383676973,0.0,-0.00580296163230265,1.0042035495805222,-0.009964624420023993
2002-04-09,,99419.70383676974,0.9941970383676973,0.0,-0.00580296163230265,1.0042035495805222,-0.009964624420023993
2002-04-10,,99419.70383676974,0.9941970383676973,0.0,-0.00580296163230265,1.0042035495805222,-0.009964624420023993
2002-04-11,,99419.70383676974,0.9941970383676973,0.0,-0.00580296163230265,1.0042035495805222,-0.009964624420023993
2002-04-12,,99419.70383676974,0.9941970383676973,0.0,-0.00580296163230265,1.0042035495805222,-0.009964624420023993
2002-04-15,,99419.70383676974,0.9941970383676973,0.0,-0.00580296163230265,1.0042035495805222,-0.009964624420023993
2002-04-16,,99419.70383676974,0.9941970383676973,0.0,-0.00580296163230265,1.0042035495805222,-0.009964624420023993
2002-04-17,,99419.70383676974,0.9941970383676973,0.0,-0.00580296163230265,1.0042035495805222,-0.009964624420023993
2002-04-18,,99419.70383676974,0.9941970383676973,0.0,-0.00580296163230265,1.0042035495805222,-0.009964624420023993
2002-04-19,,99419.70383676974,0.9941970383676973,0.0,-0.00580296163230265,1.0042035495805222,-0.009964624420023993
2002-04-22,,99419.70383676974,0.9941970383676973,0.0,-0.00580296163230265,1.0042035495805222,-0.009964624420023993
2002-04-23,,99419.70383676974,0.9941970383676973,0.0,-0.00580296163230265,1.0042035495805222,-0.009964624420023993
2002-04-24,,99419.70383676974,0.9941970383676973,0.0,-0.00580296163230265,1.0042035495805222,-0.009964624420023993
2002-04-25,,99419.70383676974,0.9941970383676973,0.0,-0.00580296163230265,1.0042035495805222,-0.009964624420023993
