agent,skill_luck_verdict,evidence_label,confidence_label,final_classification,stability_classification,verdict_reason,cumulative_return,annualized_sharpe,trade_level_return_ratio,max_drawdown,RCSI,RCSI_z,p_value,p_value_prominence,actual_percentile,number_of_trades,number_of_periods,transaction_cost,excess_return_vs_benchmark,excess_annualized_sharpe,excess_p_value,excess_RCSI_z,excess_evidence_label,excess_skill_luck_verdict,fdr_q_value,fdr_significant_0_05,fdr_significant_0_10
trend_pullback,Random / Luck,Random / Luck,Low,null-like / inconclusive,unstable,Random / Luck (Low confidence): no detectable edge — consistent with randomness; stability=unstable; mean p=0.546; mean percentile=45.4; mean RCSI_z=-0.208.,0.0162576055658418,0.0652671681437832,0.0213784308918691,-0.1899418979175582,-0.0593872867831914,-0.2076358329980193,0.546,0.2628073572952627,45.4,72.0,1949,0.00047,-0.4454656964231868,-0.0778107640313172,0.562,-0.2377243608841044,Null-Like / Inconclusive,Inconclusive,1.0,False,False
breakout_volume_momentum,Random / Luck,Random / Luck,Low,null-like / inconclusive,unstable,Random / Luck (Low confidence): no detectable edge — consistent with randomness; stability=unstable; mean p=0.351; mean percentile=64.8; mean RCSI_z=0.259.,0.2622814737301695,0.3679661168051675,0.1903283695590744,-0.1866546877938357,0.0842406012554593,0.2589940596689904,0.3515,0.4540746706441572,64.85,32.0,1949,0.00047,-0.3112195430378774,0.0218845699877415,0.346,0.2359118872424306,Positive but Inconclusive,Inconclusive,1.0,False,False
mean_reversion_vol_filter,Negative Skill,Negative Skill,High,likely random,stable,Negative Skill (High confidence): worse than random — strategy likely flawed or mistimed; stability=stable; mean p=0.965; mean percentile=3.5; mean RCSI_z=-1.569.,-0.231570374108604,-0.4343258025071283,-0.211636676887646,-0.2814061369377407,-0.2789897700050486,-1.5694507925968213,0.9645,0.0156977680200966,3.55,33.0,1949,0.00047,-0.5806962869377821,-0.2122097790380703,0.962,-1.6961693983526789,Strongly Random,Luck,1.0,False,False
volatility_managed_tsmom,Negative Skill,Negative Skill,Moderate,likely random,stable,Negative Skill (Moderate confidence): worse than random — strategy likely flawed or mistimed; stability=stable; mean p=0.845; mean percentile=15.4; mean RCSI_z=-1.009.,-0.1390916108157197,-0.1988505856213143,-0.1374666764992181,-0.2466229481484833,-0.2891356776883534,-1.008927080436489,0.8454999999999999,0.0728863880662395,15.45,24.0,1949,0.00047,-0.5302340357158482,-0.1689260256101762,0.844,-1.0036602098447984,Strongly Random,Luck,1.0,False,False
momentum_relative_strength,Weak Skill,Weak Skill,Moderate,positive but inconclusive,stable,"Weak Skill (Moderate confidence): slight signal, could still be noise; stability=stable; mean p=0.120; mean percentile=88.0; mean RCSI_z=1.131.",1.5865050760064436,0.6905839506631598,0.1758479764787891,-0.3086761154555731,0.9016892904827412,1.1310546022291277,0.12,0.9208187539523752,88.0,77.0,1948,0.00047,0.4656266393064749,0.3770465023193545,0.124,1.1429361099903714,Positive but Inconclusive,Inconclusive,1.0,False,False
random,Random / Luck,Random / Luck,Low,null-like / inconclusive,unstable,Random / Luck (Low confidence): no detectable edge — consistent with randomness; stability=unstable; mean p=0.425; mean percentile=57.5; mean RCSI_z=0.074.,0.0924557146881479,0.1708775434680367,0.0629912701343361,-0.2461891636033197,0.0195645077041423,0.0743444931872384,0.4255,0.3711004355793933,57.45,54.0,1949,0.00047,-0.4038871978765695,-0.0508495661227318,0.454,0.0051791077547403,Null-Like / Inconclusive,Inconclusive,1.0,False,False
buy_and_hold,Benchmark,Benchmark Reference,Not Applicable,benchmark,not_applicable,Passive benchmark included for strategy context; not evaluated against the Monte Carlo skill-vs-luck null.,0.832632533300208,0.3942213172114743,,-0.5553689854786612,,,,,,,2201,0.00047,0.0,0.0,,,Benchmark Reference,Benchmark,,,
