agent,skill_luck_verdict,evidence_label,confidence_label,final_classification,stability_classification,verdict_reason,cumulative_return,annualized_sharpe,trade_level_return_ratio,max_drawdown,RCSI,RCSI_z,p_value,p_value_prominence,actual_percentile,number_of_trades,number_of_periods,transaction_cost,excess_return_vs_benchmark,excess_annualized_sharpe,excess_p_value,excess_RCSI_z,excess_evidence_label,excess_skill_luck_verdict,fdr_q_value,fdr_significant_0_05,fdr_significant_0_10
trend_pullback,Negative Skill,Negative Skill,High,likely random,stable,Negative Skill (High confidence): worse than random — strategy likely flawed or mistimed; stability=stable; mean p=0.999; mean percentile=0.1; mean RCSI_z=-1.713.,-0.6313580856537713,-1.2266528312295075,-2.5705898786201624,-0.6517961567067693,-0.6106356109210691,-1.7130318159496147,0.9985,0.0006519307932786,0.15,17.0,1605,0.00047,20.58757371583124,0.9239354023194276,1.0,-1.69389694830078,Strongly Random,Luck,1.0,False,False
breakout_volume_momentum,Negative Skill,Negative Skill,Moderate,likely random,moderately variable,Negative Skill (Moderate confidence): worse than random — strategy likely flawed or mistimed; stability=moderately variable; mean p=0.831; mean percentile=16.9; mean RCSI_z=-0.760.,-0.6115643754650715,-0.1461976281524546,-0.0578651716888769,-0.8487540540007016,-0.4060295351057688,-0.7604901788683489,0.8305,0.0806603632125867,16.95,22.0,1605,0.00047,21.746688187570445,0.9858359964336572,0.826,-0.7363128477629055,Likely Random,Luck,1.0,False,False
mean_reversion_vol_filter,Random / Luck,Random / Luck,Low,likely random,moderately variable,Random / Luck (Low confidence): no detectable edge — consistent with randomness; stability=moderately variable; mean p=0.695; mean percentile=30.5; mean RCSI_z=-0.548.,-0.1363450436395514,-0.5697199963234493,-0.6767996384502991,-0.1632081390493592,-0.0815313388075228,-0.547718371365537,0.695,0.1580151954098861,30.5,9.0,1605,0.00047,49.575407488697934,1.110743152686097,0.714,-0.5607071036165076,Likely Random,Luck,1.0,False,False
volatility_managed_tsmom,Negative Skill,Negative Skill,High,likely random,stable,Negative Skill (High confidence): worse than random — strategy likely flawed or mistimed; stability=stable; mean p=1.000; mean percentile=0.0; mean RCSI_z=-2.615.,-0.2181286293503522,-0.8957669045452124,-2.966241531446156,-0.2186568082050179,-0.1755717459690102,-2.61469823626176,1.0,-0.0,0.0,4.0,1605,0.00047,44.78618218205321,1.091913742896734,0.996,-2.485372045983916,Strongly Random,Luck,1.0,False,False
momentum_relative_strength,Random / Luck,Random / Luck,Low,positive but inconclusive,moderately variable,Random / Luck (Low confidence): no detectable edge — consistent with randomness; stability=moderately variable; mean p=0.221; mean percentile=77.9; mean RCSI_z=0.428.,0.7254318347793984,0.4608146183776882,0.1288369009675319,-0.3703733836988981,0.3539404523638292,0.4275614313192522,0.221,0.6556077263148893,77.9,63.0,1604,0.00047,91.11332759755132,1.209324891967709,0.284,0.214067789883686,Positive but Inconclusive,Inconclusive,1.0,False,False
random,Random / Luck,Random / Luck,Low,null-like / inconclusive,unstable,Random / Luck (Low confidence): no detectable edge — consistent with randomness; stability=unstable; mean p=0.363; mean percentile=63.7; mean RCSI_z=0.001.,-0.326190365185886,-0.1439260807241488,-0.0527658034326909,-0.5535845950154471,-0.002024996038344,0.0009711939102001,0.363,0.4400933749638875,63.7,46.0,1605,0.00047,38.45811530352862,1.072788652716525,0.342,0.0406216555220654,Positive but Inconclusive,Inconclusive,1.0,False,False
buy_and_hold,Benchmark,Benchmark Reference,Not Applicable,benchmark,not_applicable,Passive benchmark included for strategy context; not evaluated against the Monte Carlo skill-vs-luck null.,-0.9829234207049452,-0.4027507339562045,,-0.9941689311594204,,,,,,,1857,0.00047,0.0,0.0,,,Benchmark Reference,Benchmark,,,
