agent,skill_luck_verdict,evidence_label,confidence_label,final_classification,stability_classification,verdict_reason,cumulative_return,annualized_sharpe,trade_level_return_ratio,max_drawdown,RCSI,RCSI_z,p_value,adjusted_p_value,p_value_prominence,actual_percentile,number_of_trades,number_of_periods,transaction_cost,research_grade,artifact_run_id,signal_count,trades_per_month,average_holding_bars,average_holding_days,average_holding_hours,activity_status,activity_warning
trend_pullback,Random / Luck,Random / Luck,Low,random / luck,moderately variable,"The result is statistically consistent with the null distribution. raw p=0.366; BH-adjusted p=0.835; percentile=63.5; RCSI_z=0.249. Robustness stability: moderately variable. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",0.5674583126506747,0.3528206831850419,0.16051894001297762,-0.13596490560959051,0.1094342867945872,0.2485873252576841,0.3658170914542729,0.8347826086956521,0.4367360075778195,63.468265867066464,116,6130,0.00047,False,run_20260402T201434Z_pid3540,116.0,0.4254428244366791,10.275862068965518,15.017241379310343,360.41379310344826,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
breakout_volume_momentum,Random / Luck,Random / Luck,Low,random / luck,moderately variable,"The result is statistically consistent with the null distribution. raw p=0.594; BH-adjusted p=0.891; percentile=40.6; RCSI_z=-0.326. Robustness stability: moderately variable. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",0.06406952251556963,0.08136467087544465,0.04877222113989588,-0.12059661890381812,-0.1036952273691587,-0.3256424443710131,0.5942028985507246,0.8913043478260869,0.22606523401751985,40.62968515742129,86,6130,0.00047,False,run_20260402T201434Z_pid3540,86.0,0.3045166356444858,8.0,11.604651162790695,278.51162790697674,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
mean_reversion_vol_filter,Weak Skill,Weak Skill,Moderate,weak skill,stable,"There is some evidence of edge, but it remains modest. raw p=0.111; BH-adjusted p=0.835; percentile=88.9; RCSI_z=1.148. Robustness stability: stable. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",0.1328249757364106,0.2737062883898638,0.42374004628126893,-0.07616912159466005,0.1117922917635193,1.1481604192152453,0.1114442778610694,0.8347826086956521,0.952942225588051,88.9055472263868,16,6130,0.00047,False,run_20260402T201434Z_pid3540,16.0,0.0614588591620393,5.5625,8.1875,196.5,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
momentum_relative_strength,Negative Skill,Negative Skill,Low,negative skill,stable,"The result is worse than the random null on all three metrics. raw p=0.923; BH-adjusted p=0.923; percentile=7.7; RCSI_z=-1.134. Robustness stability: stable. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",0.4708997930339662,0.4224280510233178,0.07523691779194956,-0.2472905647558402,-1.004341879639795,-1.1340731261025012,0.92303848075962,0.92303848075962,0.034780193195970074,7.746126936531734,178,1880,0.00047,False,run_20260402T201434Z_pid3540,178.0,2.026131264023934,7.382022471910112,10.792134831460674,259.0112359550562,acceptable,Trade activity is in a reasonable range for daily research and null-hypothesis testing.
trend_momentum_verification,Negative Skill,Negative Skill,Low,negative skill,moderately variable,"The result is worse than the random null on all three metrics. raw p=0.859; BH-adjusted p=0.923; percentile=14.1; RCSI_z=-0.989. Robustness stability: moderately variable. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",0.11534612610595363,0.11181601663471351,0.06650453472398454,-0.1909633331080287,-0.5972128912067483,-0.9886497252504234,0.8590704647676162,0.92303848075962,0.065971211949159,14.142928535732132,77,6130,0.00047,False,run_20260402T201434Z_pid3540,77.0,0.2839800678541136,20.415584415584416,29.571428571428573,709.7142857142857,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
adx_trend_following,Negative Skill,Negative Skill,Low,negative skill,stable,"The result is worse than the random null on all three metrics. raw p=0.892; BH-adjusted p=0.923; percentile=10.9; RCSI_z=-1.120. Robustness stability: stable. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",0.019177755032321997,0.040768335587960204,0.02052033238731987,-0.21235975789199746,-0.6390416138381964,-1.1196033673001349,0.8915542228885557,0.92303848075962,0.049852238596107164,10.89455272363818,92,6130,0.00047,False,run_20260402T201434Z_pid3540,92.0,0.3432520225545477,16.152173913043477,23.304347826086957,559.304347826087,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
uptrend_oversold_reversion,Random / Luck,Random / Luck,Low,random / luck,moderately variable,"The result is statistically consistent with the null distribution. raw p=0.435; BH-adjusted p=0.835; percentile=56.6; RCSI_z=0.078. Robustness stability: moderately variable. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",0.08796928389676872,0.11952909272250324,0.07648663006375966,-0.087458064980792,0.0152881277897164,0.0782893389908746,0.4347826086956521,0.8347826086956521,0.36172783601759295,56.57171414292853,71,6130,0.00047,False,run_20260402T201434Z_pid3540,71.0,0.2618517508784684,4.042253521126761,6.084507042253521,146.0281690140845,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
volatility_squeeze_breakout,Random / Luck,Random / Luck,Low,random / luck,moderately variable,"The result is statistically consistent with the null distribution. raw p=0.464; BH-adjusted p=0.835; percentile=53.7; RCSI_z=0.038. Robustness stability: moderately variable. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",0.10383417213667179,0.18826982971291015,0.18955242354073343,-0.09972720034128058,0.0075010557775011,0.0383046471804689,0.463768115942029,0.8347826086956521,0.33369911241734934,53.67316341829086,25,6130,0.00047,False,run_20260402T201434Z_pid3540,25.0,0.0930468941061384,13.04,18.56,445.44,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
random,Random / Luck,Random / Luck,Low,random / luck,unstable,"The result is statistically consistent with the null distribution. raw p=0.403; BH-adjusted p=0.835; percentile=59.8; RCSI_z=0.033. Robustness stability: unstable. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",1.1401144771957012,0.31296143212054794,0.11275176091047948,-0.34053221945054957,0.0301547283109135,0.032547179574245,0.4027986006996502,0.8347826086956521,0.39491204683112074,59.77011494252874,231,6130,0.00047,False,run_20260402T201434Z_pid3540,231.0,0.7991660036371903,11.974025974025974,17.372294372294373,416.935064935065,acceptable,Trade activity is in a reasonable range for daily research and null-hypothesis testing.
buy_and_hold,Benchmark,Benchmark Reference,Not Applicable,benchmark,not_applicable,Passive benchmark included for strategy context; not evaluated against the Monte Carlo skill-vs-luck null.,4.3149069624573375,0.446926020912094,,-0.5711340206185567,,,,,,,,6250,0.00047,,,,,,,,,
