ticker,family,sample_index,params,prelock_gate,prelock_score,train_trades,train_rcsi_z,train_p_value,validation_trades,validation_rcsi_z,validation_p_value,selection_trades,selection_rcsi_z,selection_p_value
SPY,vol_mom,10,"{'adx_min': 18, 'ret63_min': 0.02, 'ret126_min': 0.0, 'stop_mult': 2.3789882370830693, 'trail_mult': 3.5177779377117058, 'time_stop': 89, 'vol_cap': 1.300989092321314}",False,-3.8761304554206064,74,0.324486846054979,0.37037037037037035,41,-1.7194900250253904,0.9629629629629629,26,-1.3433862296182393,0.9421487603305785
SPY,vol_mom,11,"{'adx_min': 20, 'ret63_min': 0.0, 'ret126_min': 0.04, 'stop_mult': 2.1103051478600854, 'trail_mult': 2.746354494886422, 'time_stop': 107, 'vol_cap': 1.2534354321554642}",False,-3.383710351656313,81,-0.4192965906414044,0.6049382716049383,37,-1.3865111388166058,0.9259259259259259,22,-0.4860242424411352,0.6528925619834711
SPY,vol_mom,12,"{'adx_min': 10, 'ret63_min': 0.01, 'ret126_min': 0.02, 'stop_mult': 2.590688698532498, 'trail_mult': 3.743984614931086, 'time_stop': 139, 'vol_cap': 1.23509493561642}",False,-4.230576608023302,107,-0.35471265555311415,0.5925925925925926,63,-2.076244519133039,0.9876543209876543,30,-0.6417273815057036,0.7355371900826446
SPY,vol_mom,13,"{'adx_min': 12, 'ret63_min': 0.0, 'ret126_min': 0.0, 'stop_mult': 2.7602426074956563, 'trail_mult': 3.1779958819978376, 'time_stop': 124, 'vol_cap': 1.3490168604860142}",False,-4.370502206212977,119,-0.3270536547606692,0.6172839506172839,69,-2.313686983402406,1.0,35,-0.569879923319772,0.7024793388429752
SPY,vol_mom,14,"{'adx_min': 20, 'ret63_min': 0.0, 'ret126_min': 0.04, 'stop_mult': 2.454268340874988, 'trail_mult': 3.7134528024493365, 'time_stop': 92, 'vol_cap': 1.0761861052789337}",False,-4.360679525557177,78,-0.7381075708351662,0.7654320987654321,36,-1.4217021515572579,0.9259259259259259,21,-0.9584965759430404,0.7933884297520661
SPY,vol_mom,15,"{'adx_min': 22, 'ret63_min': 0.01, 'ret126_min': 0.02, 'stop_mult': 2.500864824548997, 'trail_mult': 3.421154039503824, 'time_stop': 93, 'vol_cap': 1.554337751632167}",False,-2.9930696320639867,58,0.38869576900190117,0.2345679012345679,27,-1.719440930457875,0.9876543209876543,16,-0.6669158388357446,0.768595041322314
SPY,vol_mom,16,"{'adx_min': 14, 'ret63_min': 0.02, 'ret126_min': 0.0, 'stop_mult': 2.4216906069060817, 'trail_mult': 3.594912853773846, 'time_stop': 75, 'vol_cap': 1.3169847548053102}",False,-4.201853744193382,93,-0.3132343528725206,0.5679012345679012,55,-1.5912013819594069,0.9506172839506173,30,-1.0960099897716167,0.8842975206611571
SPY,vol_mom,17,"{'adx_min': 8, 'ret63_min': 0.02, 'ret126_min': 0.02, 'stop_mult': 2.422068644055769, 'trail_mult': 2.608443479277384, 'time_stop': 72, 'vol_cap': 1.4642184275938919}",False,-2.4452196295240385,105,-0.4077093860069264,0.6419753086419753,58,-1.0843282892985155,0.8888888888888888,31,0.05191956603443883,0.4793388429752066
SPY,vol_mom,18,"{'adx_min': 11, 'ret63_min': 0.0, 'ret126_min': 0.0, 'stop_mult': 3.1004644030357413, 'trail_mult': 3.6971558474744826, 'time_stop': 96, 'vol_cap': 1.1744487944146969}",False,-3.8505928394263025,118,-0.1440355367048394,0.49382716049382713,71,-1.9173626489740805,1.0,35,-0.6869091726740228,0.7107438016528925
SPY,vol_mom,19,"{'adx_min': 22, 'ret63_min': 0.01, 'ret126_min': 0.0, 'stop_mult': 2.661208905974975, 'trail_mult': 3.7041170495986897, 'time_stop': 134, 'vol_cap': 1.516686446495288}",False,-3.628385020077358,58,0.1692058350798761,0.345679012345679,28,-1.985095948221373,0.9629629629629629,16,-0.7697441672154247,0.7768595041322314
SPY,trend_pullback,0,"{'rsi_low': 39, 'rsi_high': 72, 'adx_min': 12, 'stop_mult': 2.340373794362179, 'tp_mult': 3.4777047152784197, 'time_stop': 59}",False,-3.5887836116678415,131,-0.451341053477401,0.6049382716049383,57,-1.0152984273885175,0.8271604938271605,37,-0.9804749133751296,0.8512396694214877
SPY,trend_pullback,1,"{'rsi_low': 37, 'rsi_high': 68, 'adx_min': 16, 'stop_mult': 2.3570412798052836, 'tp_mult': 2.9301997669832067, 'time_stop': 31}",False,-4.773212219442902,113,-0.45562578618565874,0.6049382716049383,45,-1.779575201767461,0.9506172839506173,32,-1.3056879991665493,0.9090909090909091
SPY,trend_pullback,2,"{'rsi_low': 44, 'rsi_high': 61, 'adx_min': 20, 'stop_mult': 1.9702968485584886, 'tp_mult': 2.6411754976256674, 'time_stop': 35}",False,-1.6869368947212537,70,-0.2080752121157123,0.5925925925925926,21,0.16555837204037765,0.43209876543209874,24,-0.7271156979476231,0.8099173553719008
SPY,trend_pullback,3,"{'rsi_low': 36, 'rsi_high': 70, 'adx_min': 17, 'stop_mult': 2.061401106227896, 'tp_mult': 4.138406328112079, 'time_stop': 25}",False,-2.732199312508281,111,-0.06596663985568164,0.4444444444444444,35,-0.43788715198537637,0.6296296296296297,33,-1.2656886489194425,0.8512396694214877
SPY,trend_pullback,4,"{'rsi_low': 39, 'rsi_high': 72, 'adx_min': 5, 'stop_mult': 1.6752087457806484, 'tp_mult': 2.8941825159568233, 'time_stop': 60}",False,-3.82040636382909,136,-0.5806791689872156,0.7160493827160493,59,-1.5762069103427627,0.9506172839506173,40,-0.49960843876908456,0.6611570247933884
SPY,trend_pullback,5,"{'rsi_low': 35, 'rsi_high': 62, 'adx_min': 5, 'stop_mult': 2.271903066966179, 'tp_mult': 2.938308351307549, 'time_stop': 48}",False,-2.9019499750514237,115,-0.664225817151422,0.7530864197530864,48,-0.6950812613161242,0.7654320987654321,31,-0.4652018191427999,0.6363636363636364
SPY,trend_pullback,6,"{'rsi_low': 43, 'rsi_high': 72, 'adx_min': 12, 'stop_mult': 1.448753128076587, 'tp_mult': 4.580156479901352, 'time_stop': 29}",False,-3.004757544942273,131,-0.3690202085005268,0.6419753086419753,53,-0.8041955578667687,0.7901234567901234,36,-0.7394593380076884,0.7520661157024794
SPY,trend_pullback,7,"{'rsi_low': 35, 'rsi_high': 65, 'adx_min': 11, 'stop_mult': 1.5861038623166528, 'tp_mult': 3.890369092162343, 'time_stop': 25}",False,-2.543691334133261,121,-0.19900198187433557,0.5802469135802469,50,-0.8149060681535839,0.7654320987654321,34,-0.5263652655358076,0.6611570247933884
SPY,trend_pullback,8,"{'rsi_low': 45, 'rsi_high': 66, 'adx_min': 11, 'stop_mult': 1.4498055300824308, 'tp_mult': 3.5880785037426635, 'time_stop': 27}",False,-3.694211500802747,124,-0.5615077093781793,0.7160493827160493,54,-0.9448052976927838,0.8024691358024691,34,-1.0071516311667397,0.8429752066115702
SPY,trend_pullback,9,"{'rsi_low': 44, 'rsi_high': 60, 'adx_min': 2, 'stop_mult': 1.9284417901518793, 'tp_mult': 3.9217666828327387, 'time_stop': 30}",False,-1.3104873390597656,106,0.2485633962562458,0.38271604938271603,46,-1.0087961602956166,0.8888888888888888,29,0.2591016131236721,0.34710743801652894
SPY,trend_pullback,10,"{'rsi_low': 45, 'rsi_high': 64, 'adx_min': 13, 'stop_mult': 1.5750931777010155, 'tp_mult': 3.4958970680129577, 'time_stop': 39}",False,-4.207534412829944,117,-0.9788432307234068,0.8271604938271605,49,-1.1070095956622203,0.8888888888888888,31,-0.8710949116152181,0.7851239669421488
SPY,trend_pullback,11,"{'rsi_low': 41, 'rsi_high': 61, 'adx_min': 0, 'stop_mult': 1.8600200695340523, 'tp_mult': 2.802309442408876, 'time_stop': 51}",False,-2.8961586894520077,116,-0.6541783428466192,0.7777777777777778,48,-0.85608661347546,0.8024691358024691,30,-0.28585292096790416,0.6198347107438017
SPY,trend_pullback,12,"{'rsi_low': 45, 'rsi_high': 70, 'adx_min': 9, 'stop_mult': 1.7622550133823462, 'tp_mult': 4.007507211396838, 'time_stop': 47}",False,-3.619527170892243,127,-0.35005935655279524,0.6419753086419753,55,-0.8818149400866362,0.7777777777777778,38,-1.214966413687563,0.9256198347107438
SPY,trend_pullback,13,"{'rsi_low': 35, 'rsi_high': 63, 'adx_min': 13, 'stop_mult': 1.9725146768727515, 'tp_mult': 4.400346119701237, 'time_stop': 57}",False,-2.862675468970494,116,-0.4789604426178411,0.6790123456790124,45,-1.0309120521376038,0.8641975308641975,30,-0.2836773747864191,0.5950413223140496
SPY,trend_pullback,14,"{'rsi_low': 44, 'rsi_high': 72, 'adx_min': 3, 'stop_mult': 1.7011581203371047, 'tp_mult': 2.672948347196537, 'time_stop': 42}",False,-4.049745505255075,138,-0.8282412240845045,0.7530864197530864,59,-1.2739901564122358,0.9012345679012346,41,-0.7277916474600996,0.7851239669421488
SPY,trend_pullback,15,"{'rsi_low': 35, 'rsi_high': 62, 'adx_min': 1, 'stop_mult': 1.415023044330339, 'tp_mult': 2.5639738969772687, 'time_stop': 51}",False,-2.8363182847769357,116,-0.598334161087753,0.7037037037037037,49,-0.7436759790518626,0.8271604938271605,31,-0.4106942276900698,0.6363636363636364
SPY,trend_pullback,16,"{'rsi_low': 43, 'rsi_high': 67, 'adx_min': 9, 'stop_mult': 1.45862142878359, 'tp_mult': 3.8301402313255632, 'time_stop': 60}",False,-3.1636267536448646,125,-0.2817553993376472,0.6172839506172839,55,-0.8104816036551863,0.7654320987654321,35,-0.9626763540598464,0.8347107438016529
SPY,trend_pullback,17,"{'rsi_low': 45, 'rsi_high': 70, 'adx_min': 8, 'stop_mult': 2.1480991689683417, 'tp_mult': 4.786431537383044, 'time_stop': 32}",False,-3.2361877769520735,130,-0.41566950611436765,0.6296296296296297,54,-1.0574610354592155,0.8888888888888888,37,-0.6401616124828673,0.7272727272727273
SPY,trend_pullback,18,"{'rsi_low': 35, 'rsi_high': 65, 'adx_min': 16, 'stop_mult': 2.1478200698835037, 'tp_mult': 3.3348023678701453, 'time_stop': 43}",False,-4.1820203331895796,105,-0.5184962839728976,0.6666666666666666,41,-1.6933166113495342,0.9506172839506173,30,-0.7690034790874315,0.7851239669421488
SPY,trend_pullback,19,"{'rsi_low': 42, 'rsi_high': 66, 'adx_min': 17, 'stop_mult': 1.9130768940021357, 'tp_mult': 2.8292705272442937, 'time_stop': 44}",False,-4.238715924920983,107,-0.5516066578934581,0.654320987654321,37,-1.480741577059566,0.9259259259259259,29,-0.9947566298720506,0.8429752066115702
SPY,breakout,0,"{'lookback': 55, 'adx_min': 8, 'volume_min': 1.148201943683108, 'stop_mult': 1.7891248522832208, 'tp_mult': 3.554496602478347, 'time_stop': 62}",False,-2.354026060614348,39,0.4574267246466707,0.2962962962962963,19,-0.6840314207982879,0.7654320987654321,12,-1.1668051008161642,0.859504132231405
SPY,breakout,1,"{'lookback': 20, 'adx_min': 12, 'volume_min': 1.283413447682494, 'stop_mult': 2.6824167000991666, 'tp_mult': 4.493854672090139, 'time_stop': 69}",False,-2.192452696289751,28,0.010001096580679417,0.5308641975308642,17,-1.3794704398423032,0.9135802469135802,9,0.10998267084698754,0.4214876033057851
SPY,breakout,2,"{'lookback': 55, 'adx_min': 11, 'volume_min': 0.9669864174084043, 'stop_mult': 2.7128521057978587, 'tp_mult': 4.057711545908144, 'time_stop': 27}",False,-1.6946731032099016,59,-0.15822632942190762,0.5185185185185185,26,-0.14184396430360677,0.5061728395061729,18,-0.5392819238604711,0.6859504132231405
SPY,breakout,3,"{'lookback': 55, 'adx_min': 22, 'volume_min': 1.1164458839176616, 'stop_mult': 1.6096362978076624, 'tp_mult': 3.752912714415899, 'time_stop': 28}",False,-3.0357563939220715,23,-0.31703310379667354,0.6419753086419753,12,-1.0558672332824635,0.8641975308641975,6,-0.5337365792386084,0.7520661157024794
SPY,breakout,4,"{'lookback': 55, 'adx_min': 21, 'volume_min': 1.1663394102615328, 'stop_mult': 2.6529632764610263, 'tp_mult': 3.05557510084819, 'time_stop': 45}",False,-2.345407866917527,21,0.481430178944775,0.37037037037037035,12,-0.6846101511382131,0.8024691358024691,7,-1.1301883069269252,0.8512396694214877
SPY,breakout,5,"{'lookback': 20, 'adx_min': 9, 'volume_min': 0.8915588955232279, 'stop_mult': 2.2526892608236384, 'tp_mult': 2.829574017537924, 'time_stop': 78}",False,-1.688824033696286,97,-0.6209629555073614,0.691358024691358,39,-0.30069359254996286,0.6049382716049383,28,0.09585669556703758,0.4297520661157025
SPY,breakout,6,"{'lookback': 20, 'adx_min': 14, 'volume_min': 1.008930693130041, 'stop_mult': 1.9401990113418015, 'tp_mult': 3.4132084344865197, 'time_stop': 78}",False,-0.37064735579335134,65,0.5776478657395477,0.24691358024691357,26,0.11753144332372562,0.4444444444444444,22,-0.4102302971390449,0.6198347107438017
SPY,breakout,7,"{'lookback': 55, 'adx_min': 22, 'volume_min': 1.0327949722316057, 'stop_mult': 2.749802885985984, 'tp_mult': 4.5843528048220845, 'time_stop': 71}",False,-2.7784452638157657,30,-0.1361132854308982,0.5432098765432098,13,-0.8702811572984746,0.8024691358024691,8,-0.6942526372276029,0.8099173553719008
SPY,breakout,8,"{'lookback': 20, 'adx_min': 17, 'volume_min': 0.9453639063997571, 'stop_mult': 2.4813709252523997, 'tp_mult': 3.422195361457532, 'time_stop': 45}",False,-1.7973164538044797,64,0.12637723094243886,0.3950617283950617,25,-0.026655168711152512,0.5679012345679012,19,-0.9940694312484996,0.8429752066115702
SPY,breakout,9,"{'lookback': 55, 'adx_min': 17, 'volume_min': 1.1437236417437042, 'stop_mult': 2.442749983709713, 'tp_mult': 4.036280747735596, 'time_stop': 71}",False,-4.47083893140036,32,0.010174517175921717,0.4567901234567901,16,-1.6830471778950482,0.9753086419753086,8,-1.6067102763949366,0.9504132231404959
SPY,breakout,10,"{'lookback': 55, 'adx_min': 17, 'volume_min': 1.005133706843265, 'stop_mult': 2.496582895770921, 'tp_mult': 3.705721761645113, 'time_stop': 42}",False,-3.0689735378563228,48,0.1815619801767306,0.37037037037037035,20,-0.9625198829874432,0.8395061728395061,13,-1.2285319088952174,0.9090909090909091
SPY,breakout,11,"{'lookback': 55, 'adx_min': 9, 'volume_min': 1.1512757421016595, 'stop_mult': 1.7359604726753681, 'tp_mult': 4.314006142590876, 'time_stop': 32}",False,-2.9779516404875936,38,0.012448843410241031,0.48148148148148145,17,-0.6938408412348032,0.7530864197530864,12,-1.2205980060953345,0.9173553719008265
SPY,breakout,12,"{'lookback': 20, 'adx_min': 17, 'volume_min': 1.1073457444568515, 'stop_mult': 2.1087819496968994, 'tp_mult': 3.1542746047920622, 'time_stop': 86}",False,-2.859577846462842,44,0.3690031755268516,0.3950617283950617,21,-0.9783076706853095,0.8518518518518519,12,-1.1846678008503486,0.8842975206611571
SPY,breakout,13,"{'lookback': 55, 'adx_min': 21, 'volume_min': 1.06631699963889, 'stop_mult': 1.7211128625832137, 'tp_mult': 4.829603098415379, 'time_stop': 26}",False,-3.485956176979407,27,0.04714340735741431,0.4567901234567901,13,-0.9980998794805488,0.8271604938271605,8,-1.4302144788589255,0.9256198347107438
SPY,breakout,14,"{'lookback': 55, 'adx_min': 11, 'volume_min': 1.342576452859625, 'stop_mult': 1.6422759018075144, 'tp_mult': 4.168356074752242, 'time_stop': 31}",False,-3.505045120181401,18,0.43436463157395894,0.345679012345679,14,-1.4233419632507476,0.9135802469135802,9,-1.407099315899776,0.9586776859504132
SPY,breakout,15,"{'lookback': 20, 'adx_min': 11, 'volume_min': 0.8594493788146771, 'stop_mult': 1.649975731396395, 'tp_mult': 4.342838083047769, 'time_stop': 73}",False,-1.0783740242192117,85,-0.051908584505014524,0.5061728395061729,32,-0.3150251320511156,0.6172839506172839,25,0.07342858326641552,0.4462809917355372
SPY,breakout,16,"{'lookback': 20, 'adx_min': 18, 'volume_min': 1.2700788362850597, 'stop_mult': 2.768355896563961, 'tp_mult': 4.83242216442661, 'time_stop': 74}",False,-2.535517857535182,20,0.24483383435105804,0.38271604938271603,12,-1.4673629740804042,0.9135802469135802,7,-0.3425265200709108,0.6446280991735537
SPY,breakout,17,"{'lookback': 55, 'adx_min': 10, 'volume_min': 1.1696944861568257, 'stop_mult': 1.9746658401626114, 'tp_mult': 3.975669461984517, 'time_stop': 89}",False,-4.1639033012797935,36,-0.12942766014198887,0.5185185185185185,17,-1.4932775595700645,0.9382716049382716,12,-1.3623897966988494,0.9008264462809917
SPY,breakout,18,"{'lookback': 20, 'adx_min': 14, 'volume_min': 1.341904681525343, 'stop_mult': 1.8320442612462735, 'tp_mult': 3.3611172773904494, 'time_stop': 40}",False,-0.8258382625798031,21,1.1607337375585862,0.16049382716049382,16,-0.7046764861844148,0.7530864197530864,8,-0.48213018388561407,0.6859504132231405
SPY,breakout,19,"{'lookback': 55, 'adx_min': 14, 'volume_min': 1.3487408276766688, 'stop_mult': 2.1013874597322246, 'tp_mult': 2.461450506940442, 'time_stop': 87}",False,-2.5447903321903156,16,0.8076611066503564,0.24691358024691357,14,-1.1874074992605328,0.9012345679012346,6,-1.1529533365804452,0.8760330578512396
SPY,mean_reversion,0,"{'zscore_threshold': 1.5127313226099155, 'rsi_max': 39, 'adx_max': 30, 'atr_ratio_max': 2.096675792441521, 'stop_mult': 1.34635019353466, 'tp_mult': 0.9004144277814029, 'time_stop': 12}",False,0.7161929276776192,100,1.3229641906182321,0.1111111111111111,33,-0.22490770440905658,0.6419753086419753,34,0.20129122159292076,0.4132231404958678
SPY,mean_reversion,1,"{'zscore_threshold': 0.9968080051649215, 'rsi_max': 39, 'adx_max': 16, 'atr_ratio_max': 1.8891132053277926, 'stop_mult': 1.14725552706492, 'tp_mult': 1.377638861043486, 'time_stop': 16}",False,-5.376602304911606,14,-0.32910731451981007,0.6419753086419753,4,-1.6596010282149591,0.9259259259259259,2,-2.116340039107763,0.9752066115702479
SPY,mean_reversion,2,"{'zscore_threshold': 0.8687011930810955, 'rsi_max': 35, 'adx_max': 24, 'atr_ratio_max': 1.0688543437335245, 'stop_mult': 1.6968502411649515, 'tp_mult': 1.4028841460167238, 'time_stop': 14}",False,2.027364752633785,7,-0.7469203125543777,0.7654320987654321,1,1.8262896980947405,0.037037037037037035,1,1.3864200176392847,0.0743801652892562
SPY,mean_reversion,3,"{'zscore_threshold': 0.8841052813337081, 'rsi_max': 47, 'adx_max': 25, 'atr_ratio_max': 2.2237559106720175, 'stop_mult': 1.7423056908800683, 'tp_mult': 1.4427341145096337, 'time_stop': 33}",False,0.33538570108752697,150,-1.0488075103172547,0.8395061728395061,62,1.7305917489751077,0.07407407407407407,32,0.30873869332448073,0.39669421487603307
SPY,mean_reversion,4,"{'zscore_threshold': 1.154414786405801, 'rsi_max': 48, 'adx_max': 24, 'atr_ratio_max': 1.1322309579774992, 'stop_mult': 1.5297641429241422, 'tp_mult': 1.5948837125517203, 'time_stop': 27}",False,0.7435610996566917,104,-0.31796134782124486,0.5925925925925926,32,2.3697441897551874,0.024691358024691357,17,-0.6235467091173692,0.7520661157024794
SPY,mean_reversion,5,"{'zscore_threshold': 1.5382866480045312, 'rsi_max': 45, 'adx_max': 30, 'atr_ratio_max': 2.4912732131599165, 'stop_mult': 1.5336808684050285, 'tp_mult': 1.443154568188897, 'time_stop': 9}",False,1.8002249092150193,140,1.2175628461440802,0.1111111111111111,49,1.6040973155844511,0.07407407407407407,38,-0.5776029904994316,0.7024793388429752
SPY,mean_reversion,6,"{'zscore_threshold': 1.204389077269639, 'rsi_max': 55, 'adx_max': 22, 'atr_ratio_max': 1.2497478089012104, 'stop_mult': 1.4597880190059023, 'tp_mult': 1.199832969630311, 'time_stop': 24}",False,-3.447569982422636,112,-0.7963330018511382,0.7777777777777778,48,-0.5805380702320122,0.6790123456790124,20,-0.9373451709251401,0.8099173553719008
SPY,mean_reversion,7,"{'zscore_threshold': 1.2844654703655136, 'rsi_max': 43, 'adx_max': 25, 'atr_ratio_max': 1.4001651132173694, 'stop_mult': 1.3298014451460878, 'tp_mult': 1.0859386208337771, 'time_stop': 19}",False,-0.3156992404130358,113,-0.45284395874760025,0.654320987654321,38,0.64272906789934,0.30864197530864196,25,0.19903762778447454,0.4462809917355372
SPY,mean_reversion,8,"{'zscore_threshold': 1.3122237900891411, 'rsi_max': 42, 'adx_max': 27, 'atr_ratio_max': 1.3686490705947054, 'stop_mult': 1.0584535815168716, 'tp_mult': 1.2082962547970517, 'time_stop': 24}",False,1.2581779175138563,129,0.5720348355458477,0.25925925925925924,44,-0.03678681263067583,0.5061728395061729,29,1.1676294150557807,0.12396694214876033
SPY,mean_reversion,9,"{'zscore_threshold': 1.2585681203946515, 'rsi_max': 40, 'adx_max': 22, 'atr_ratio_max': 2.4512055726485973, 'stop_mult': 1.4515820168158964, 'tp_mult': 1.4299316789828316, 'time_stop': 22}",False,1.419293346602762,59,3.950335174306088,0.012345679012345678,26,-1.3154009850280317,0.8888888888888888,14,-0.4427095091379005,0.6446280991735537
SPY,mean_reversion,10,"{'zscore_threshold': 1.1158936300703155, 'rsi_max': 38, 'adx_max': 20, 'atr_ratio_max': 2.101257160768392, 'stop_mult': 1.619985093921239, 'tp_mult': 1.4527926455202795, 'time_stop': 8}",False,-2.375927117666933,31,0.7018716428302777,0.18518518518518517,15,-1.4149553687551493,0.9135802469135802,7,-0.700237535196811,0.8264462809917356
SPY,mean_reversion,11,"{'zscore_threshold': 1.351042896331751, 'rsi_max': 35, 'adx_max': 34, 'atr_ratio_max': 1.2159968537233246, 'stop_mult': 1.2726620579487413, 'tp_mult': 1.1138796474104167, 'time_stop': 8}",False,-0.2647720774850816,50,-0.8031935729862448,0.7530864197530864,13,-0.3689180097209477,0.6419753086419753,10,1.6337959892543525,0.05785123966942149
SPY,mean_reversion,12,"{'zscore_threshold': 0.7458102800710256, 'rsi_max': 42, 'adx_max': 17, 'atr_ratio_max': 2.030429698220432, 'stop_mult': 1.227004448960516, 'tp_mult': 1.0677858069474802, 'time_stop': 17}",False,-1.9259988751953314,34,-0.7084319735169433,0.7530864197530864,14,0.06261934183215476,0.4074074074074074,4,-0.3569641233187256,0.6859504132231405
SPY,mean_reversion,13,"{'zscore_threshold': 1.1194252457076506, 'rsi_max': 55, 'adx_max': 35, 'atr_ratio_max': 1.3106412374569347, 'stop_mult': 0.9953157102300748, 'tp_mult': 1.2766486136321682, 'time_stop': 10}",False,0.6567036526509729,245,-1.7070612186076846,0.9876543209876543,88,3.423085991189906,0.012345679012345678,55,-0.27006492158414125,0.5785123966942148
SPY,mean_reversion,14,"{'zscore_threshold': 0.8681180248337007, 'rsi_max': 42, 'adx_max': 19, 'atr_ratio_max': 1.2294999550628816, 'stop_mult': 0.9697140014311746, 'tp_mult': 1.5449984260179286, 'time_stop': 15}",False,-0.5053025991325089,50,-0.6535079997793957,0.7530864197530864,20,0.38910475829956354,0.32098765432098764,6,0.44076577855791393,0.2892561983471074
SPY,mean_reversion,15,"{'zscore_threshold': 1.4982424376654442, 'rsi_max': 40, 'adx_max': 29, 'atr_ratio_max': 1.5286330167213658, 'stop_mult': 1.550044607194494, 'tp_mult': 1.058109056253826, 'time_stop': 21}",False,1.5380713859083588,95,2.6172715773876827,0.024691358024691357,34,-0.42065138710361805,0.654320987654321,24,-0.05871205302380294,0.5206611570247934
SPY,mean_reversion,16,"{'zscore_threshold': 0.873189067828999, 'rsi_max': 42, 'adx_max': 19, 'atr_ratio_max': 2.4576893402180486, 'stop_mult': 1.003071361575771, 'tp_mult': 1.4944754946661072, 'time_stop': 27}",False,-2.013781166402072,55,-1.007430581757054,0.8518518518518519,22,-0.9820748633336954,0.8518518518518519,9,0.9184852214496202,0.18181818181818182
