agent,skill_luck_verdict,evidence_label,confidence_label,final_classification,stability_classification,verdict_reason,cumulative_return,annualized_sharpe,trade_level_return_ratio,max_drawdown,RCSI,RCSI_z,p_value,p_value_prominence,actual_percentile,number_of_trades,number_of_periods,transaction_cost,fdr_q_value,fdr_significant_0_05,fdr_significant_0_10
trend,Inconclusive,Null-Like / Inconclusive,Low,null-like / inconclusive,moderately variable,Null-Like / Inconclusive (Low confidence): evidence is mixed; stability=moderately variable; mean p=0.398; mean percentile=60.2; mean RCSI_z=0.016.,5.754265599003463,0.6430146244785043,0.2016476664714572,-0.1887722049095131,0.8926210940045607,0.0506492917625715,0.387,0.4122890349810886,61.3,191.0,6074,0.00047,1.0,False,False
mean_reversion,Inconclusive,Positive but Inconclusive,Low,positive but inconclusive,moderately variable,Positive but Inconclusive (Low confidence): evidence is mixed; stability=moderately variable; mean p=0.205; mean percentile=79.5; mean RCSI_z=0.689.,1.4475510899741335,0.3217844744369086,0.2148935952267014,-0.4559170813250185,0.6695426271364241,0.6971391474595601,0.2042,0.6899442622491085,79.58,106.0,6074,0.00047,1.0,False,False
random,Inconclusive,Null-Like / Inconclusive,Low,null-like / inconclusive,moderately variable,Null-Like / Inconclusive (Low confidence): evidence is mixed; stability=moderately variable; mean p=0.353; mean percentile=64.7; mean RCSI_z=0.124.,2.895423631536194,0.4472443544604798,0.2250280999329989,-0.4561643074537288,0.6647357698857825,0.1206990920451179,0.3524,0.4529641002599897,64.75999999999999,139.0,6074,0.00047,1.0,False,False
momentum,Luck,Likely Random,Low,likely random,moderately variable,Likely Random (Low confidence): results are consistent with randomness; stability=moderately variable; mean p=0.620; mean percentile=38.0; mean RCSI_z=-0.451.,7.10438064624835,0.6362205083611338,0.2086703239792495,-0.4208916929179099,-1.1410645568221902,-0.4490438974793945,0.6204,0.2073282108584327,37.96,97.0,6074,0.00047,1.0,False,False
breakout,Luck,Likely Random,Low,likely random,moderately variable,Likely Random (Low confidence): results are consistent with randomness; stability=moderately variable; mean p=0.673; mean percentile=32.7; mean RCSI_z=-0.556.,4.076353261415044,0.561033405314966,0.3124507808936103,-0.2321033138225472,-1.0562385237987597,-0.5301718073426113,0.6614,0.1795358094223159,33.86,69.0,6074,0.00047,1.0,False,False
buy_and_hold,Benchmark,Benchmark Reference,Not Applicable,benchmark,not_applicable,Passive benchmark included for strategy context; not evaluated against the Monte Carlo skill-vs-luck null.,12.878178592548789,0.5523963673338712,,-0.6055068226120859,,,,,,,6326,0.0,,,
