total_trades,average_return,median_return,win_rate,std_return,trade_level_return_ratio,average_win,average_loss,expected_value,average_holding_period_days,average_holding_period_hours,average_holding_bars,trades_per_month,stop_loss_exit_rate,take_profit_exit_rate
104,0.0034197844486563113,-0.0055965579748954,0.40384615384615385,0.03210658564001116,0.10651348875897233,0.03462943432482436,0.01772223643519946,0.0034197844486563156,16.03846153846154,384.9230769230769,10.932692307692308,0.33906383890317054,0.09615384615384616,0.20192307692307693
