agent,outer_run,seed_used,actual_cumulative_return,annualized_return,annualized_sharpe,trade_level_return_ratio,max_drawdown,median_simulated_return,mean_simulated_return,std_simulated_return,actual_percentile,p_value,p_value_prominence,RCSI,RCSI_z,significant_run,outperform_null_median,lower_5pct,upper_95pct,number_of_trades,transaction_cost,simulations_per_run,null_model,robustness_scope,research_grade
trend_pullback,1,101,1.7257390060617275,0.03559402131294239,0.2791513227304385,0.15776047979600555,-0.6964788989718931,-0.2979991861622059,2.0560485943322657,7.954595780566267,77.04590818363273,0.2315369261477046,0.6353797366403272,-0.33030958827053825,-0.04152437124178098,0,1,-0.9506532286154166,10.871968069159442,76,0.00047,500,structure_preserving_random_timing,monte_carlo_seed_stability_only,False
breakout_volume_momentum,1,101,-0.9598585943582134,-0.10659269234528529,-0.029153057893249176,-0.014603972520729914,-0.9849322757685245,-0.32008372353871783,1.814202996765242,7.962762992307261,4.590818363273453,0.9560878243512974,0.01950221245268252,-2.7740615911234556,-0.34837927410415787,0,0,-0.9567756826172781,11.61209733763389,115,0.00047,500,structure_preserving_random_timing,monte_carlo_seed_stability_only,False
mean_reversion_vol_filter,1,101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0,0,0.0,0.0,0,0.00047,500,structure_preserving_random_timing,monte_carlo_seed_stability_only,False
momentum_relative_strength,1,101,-0.9480471182735526,-0.09677616869476824,-0.16086827215707555,-0.020337323270325797,-0.9777694893699224,21.77804915900645,8546259.986910539,152797018.9626037,0.19960079840319359,1.0,-0.0,-8546260.934957657,-0.05593211826370325,0,0,1.212241251260031,1031.5334540280123,1335,0.00047,500,structure_preserving_random_timing_shared_calendar,monte_carlo_seed_stability_only,False
trend_momentum_verification,1,101,-0.6742918952672646,-0.03852794362778982,0.05145215916591571,0.02995633371202349,-0.8621509421260379,0.004203632429476167,1.0358866811973866,5.982123177185468,16.766467065868262,0.8343313373253493,0.07866144409221054,-1.710178576464651,-0.28588153834526586,0,0,-0.813784716234081,5.62328589527379,44,0.00047,500,structure_preserving_random_timing,monte_carlo_seed_stability_only,False
random,1,101,0.5856585122796822,0.01605021617778098,0.27105621025057836,0.08062822818005597,-0.9769794568075707,-0.225551237943874,9.28804364697257,39.731519844710306,60.47904191616767,0.3972055888223553,0.4009846494575391,-8.702385134692888,-0.21902975694627216,0,1,-0.9774456687638967,40.83491072030574,299,0.00047,500,structure_preserving_random_timing,monte_carlo_seed_stability_only,False
trend_pullback,2,102,1.7257390060617275,0.03559402131294239,0.2791513227304385,0.15776047979600555,-0.6964788989718931,-0.3013984191085335,1.7132942358328536,6.547800527062932,77.64471057884231,0.22554890219560877,0.646759282383826,0.012444770228873914,0.001900603138021389,0,1,-0.9585719409104949,9.952529337754934,76,0.00047,500,structure_preserving_random_timing,monte_carlo_seed_stability_only,False
breakout_volume_momentum,2,102,-0.9598585943582134,-0.10659269234528529,-0.029153057893249176,-0.014603972520729914,-0.9849322757685245,-0.2606655003802957,1.9684129690698167,7.634079749048489,4.39121756487026,0.9580838323353293,0.018596488491658496,-2.92827156342803,-0.3835788542545694,0,0,-0.951384674118413,13.719274647973844,115,0.00047,500,structure_preserving_random_timing,monte_carlo_seed_stability_only,False
mean_reversion_vol_filter,2,102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0,0,0.0,0.0,0,0.00047,500,structure_preserving_random_timing,monte_carlo_seed_stability_only,False
momentum_relative_strength,2,102,-0.9480471182735526,-0.09677616869476824,-0.16086827215707555,-0.020337323270325797,-0.9777694893699224,24.695174826853883,4136771.586447005,71390709.57068658,0.19960079840319359,1.0,-0.0,-4136772.5344941234,-0.05794553043905737,0,0,0.9345348642125947,2614.992578304358,1335,0.00047,500,structure_preserving_random_timing_shared_calendar,monte_carlo_seed_stability_only,False
