agent,actual_cumulative_return,median_simulated_return,mean_simulated_return,std_simulated_return,actual_percentile,RCSI,RCSI_z,simulation_count,bh_adjusted_p_value,research_grade
uptrend_oversold_reversion,0.0220391638046991,-0.0033491923922787,-0.0047098044708065,0.0269908749752209,86.2568715642179,0.0267489682755056,0.9910374635895508,2000,1.0,False
turn_of_month_seasonality,0.0365735584595168,0.0122337581190765,0.0102057899288416,0.0471934397236088,73.36331834082958,0.026367768530675198,0.5587168192252908,2000,1.0,False
random,0.1272661015136757,0.1160726237308937,0.1196302968251597,0.0740812136673276,56.47176411794103,0.007635804688516004,0.10307342861316621,2000,1.0,False
trend_pullback,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2000,1.0,False
breakout_volume_momentum,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2000,1.0,False
mean_reversion_vol_filter,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2000,1.0,False
adx_trend_following,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2000,1.0,False
volatility_squeeze_breakout,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2000,1.0,False
donchian_trend_reentry,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2000,1.0,False
trend_momentum_verification,-0.0228902940092478,0.0047734207589148,0.0031860073835308,0.0301066744747514,15.442278860569717,-0.026076301392778597,-0.8661302467878733,2000,1.0,False
connors_rsi2_pullback,-0.0899723168815535,-0.0193019698142101,-0.0176864093493546,0.0528385760297379,7.34632683658171,-0.07228590753219889,-1.3680517713330487,2000,1.0,False
