agent,skill_luck_verdict,evidence_label,confidence_label,final_classification,stability_classification,verdict_reason,cumulative_return,annualized_sharpe,trade_level_return_ratio,max_drawdown,RCSI,RCSI_z,p_value,adjusted_p_value,p_value_prominence,actual_percentile,number_of_trades,number_of_periods,transaction_cost,research_grade,artifact_run_id,signal_count,trades_per_month,average_holding_bars,average_holding_days,average_holding_hours,activity_status,activity_warning
trend_pullback,No Trades,No Trades,Not Applicable,no trades,not available,"No completed trades were generated for this strategy on the current ticker, so skill-versus-luck classification is not applicable.",0.0,0.0,0.0,0.0,,,,,,,0,2830,0.00047,False,run_20260402T224910Z_pid51173,0.0,0.0,0.0,0.0,0.0,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
breakout_volume_momentum,No Trades,No Trades,Not Applicable,no trades,not available,"No completed trades were generated for this strategy on the current ticker, so skill-versus-luck classification is not applicable.",0.0,0.0,0.0,0.0,,,,,,,0,2830,0.00047,False,run_20260402T224910Z_pid51173,0.0,0.0,0.0,0.0,0.0,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
mean_reversion_vol_filter,No Trades,No Trades,Not Applicable,no trades,not available,"No completed trades were generated for this strategy on the current ticker, so skill-versus-luck classification is not applicable.",0.0,0.0,0.0,0.0,,,,,,,0,2830,0.00047,False,run_20260402T224910Z_pid51173,0.0,0.0,0.0,0.0,0.0,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
trend_momentum_verification,Random / Luck,Random / Luck,Low,random / luck,not available,"The result is statistically consistent with the null distribution. raw p=0.710; BH-adjusted p=1.000; percentile=29.1; RCSI_z=-0.428. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",-0.01335041304038631,-0.3255132331920934,-0.37292156481806404,-0.034110855123204775,-0.0193041994295808,-0.4275486890847272,0.7096451774112944,1.0,0.1489587442531549,29.08545727136432,4,2830,0.00047,False,run_20260402T224910Z_pid51173,4.0,0.4043171440431714,23.0,4.25,114.25,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
adx_trend_following,No Trades,No Trades,Not Applicable,no trades,not available,"No completed trades were generated for this strategy on the current ticker, so skill-versus-luck classification is not applicable.",0.0,0.0,0.0,0.0,,,,,,,0,2830,0.00047,False,run_20260402T224910Z_pid51173,0.0,0.0,0.0,0.0,0.0,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
uptrend_oversold_reversion,Random / Luck,Random / Luck,Low,random / luck,not available,"The result is statistically consistent with the null distribution. raw p=0.408; BH-adjusted p=1.000; percentile=59.2; RCSI_z=0.239. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",0.0065048227998460995,0.12119030249023194,0.05523424293965778,-0.03331974336432353,0.0083373689406096,0.2386222269672081,0.408295852073963,1.0,0.3890250321037959,59.220389805097454,10,2830,0.00047,False,run_20260402T224910Z_pid51173,10.0,0.8624557260920896,5.8,1.0,31.4,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
volatility_squeeze_breakout,No Trades,No Trades,Not Applicable,no trades,not available,"No completed trades were generated for this strategy on the current ticker, so skill-versus-luck classification is not applicable.",0.0,0.0,0.0,0.0,,,,,,,0,2830,0.00047,False,run_20260402T224910Z_pid51173,0.0,0.0,0.0,0.0,0.0,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
connors_rsi2_pullback,Negative Skill,Negative Skill,Low,negative skill,not available,"The result is worse than the random null on all three metrics. raw p=0.829; BH-adjusted p=1.000; percentile=17.2; RCSI_z=-0.939. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",-0.08055588613645681,-0.9720567535727577,-0.1469095122255963,-0.10382114844907342,-0.0654259127837762,-0.9391718080721858,0.8285857071464268,1.0,0.08166256242195667,17.191404297851072,77,2830,0.00047,False,run_20260402T224910Z_pid51173,77.0,4.650558081852005,2.896103896103896,0.0649350649350649,9.35064935064935,acceptable,Trade activity is in a reasonable range for 1-hour research and null-hypothesis testing.
donchian_trend_reentry,No Trades,No Trades,Not Applicable,no trades,not available,"No completed trades were generated for this strategy on the current ticker, so skill-versus-luck classification is not applicable.",0.0,0.0,0.0,0.0,,,,,,,0,2830,0.00047,False,run_20260402T224910Z_pid51173,0.0,0.0,0.0,0.0,0.0,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
turn_of_month_seasonality,Weak Skill,Weak Skill,Moderate,weak skill,not available,"There is some evidence of edge, but it remains modest. raw p=0.178; BH-adjusted p=1.000; percentile=82.3; RCSI_z=0.921. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",0.05531392705932636,0.9165079540276878,0.2824179683475258,-0.03561895153184469,0.0510017604461631,0.9205387484190528,0.1779110444777611,1.0,0.7497970906633363,82.25887056471764,9,2830,0.00047,False,run_20260402T224910Z_pid51173,11.0,0.5978448667818497,15.11111111111111,2.3333333333333335,59.888888888888886,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
random,Random / Luck,Random / Luck,Low,random / luck,not available,"The result is statistically consistent with the null distribution. raw p=0.261; BH-adjusted p=1.000; percentile=74.0; RCSI_z=0.633. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",0.21456930362179505,0.7031783891986368,0.20925370840144075,-0.2084031696041434,0.0588965122549275,0.6333096531054963,0.2608695652173913,1.0,0.5835765856339492,73.96301849075462,33,2830,0.00047,False,run_20260402T224910Z_pid51173,33.0,1.7311669658886892,74.0,14.93939393939394,365.8787878787879,acceptable,Trade activity is in a reasonable range for 1-hour research and null-hypothesis testing.
buy_and_hold,Benchmark,Benchmark Reference,Not Applicable,benchmark,not_applicable,Passive benchmark included for strategy context; not evaluated against the Monte Carlo skill-vs-luck null.,0.334075125878833,0.7773133966000316,,-0.2315530494980258,,,,,,,,3670,0.00047,,,,,,,,,
