Date,Open,High,Low,Close,Volume,data_interval,download_interval,timeframe_label,data_source,source_period_requested,downloaded_at_utc,bar_return,daily_return,ema_20,sma_20,sma_50,sma_100,sma_200,ma_20,ma_50,ma_100,ma_200,std_20,price_std_20,avg_volume_20,volume_ratio_20,rsi_14,true_range,atr_14,atr_percent,adx_14,plus_di_14,minus_di_14,bollinger_mid,bollinger_std,bollinger_upper,bollinger_lower,bollinger_width,macd_line,macd_signal,macd_hist,rolling_high_140_prev,rolling_low_70_prev,rolling_low_35_prev,trailing_return_84,trailing_return_420,trailing_return_5,trailing_return_20,atr_percent_median_60,atr_percent_ratio_60,bollinger_width_median_60,bollinger_width_ratio_60,distance_from_ma_20,distance_from_ma_50,ma_50_over_ma_200,zscore_20,bars_per_year
2024-02-23 14:30:00,509.2699890136719,510.1300048828125,509.1099853515625,509.2300109863281,9347190,1h,1h,1-Hour,yfinance,730d,2026-04-02T22:50:02Z,0.003349579751187326,0.003349579751187326,494.5402058410997,494.9928397042411,482.24173749651226,459.8393388584682,448.59627035958425,494.5402058410997,482.24173749651226,459.8393388584682,448.59627035958425,0.002882322079499553,5.802024708319316,9174546.292857142,1.0188176833635108,59.930671729454815,2.600006103515625,1.6316697515051017,0.0032041900836612494,14.148204951000949,30.24673456712667,20.637213269119453,494.9928397042411,5.802024708319316,506.5968891208797,483.38879028760243,0.04688572636150487,6.015751507125515,6.152163936726552,-0.1364124296010374,508.489990234375,490.7149963378906,493.55999755859375,0.03396956545447338,0.12014699939449525,0.01909185394606827,0.04333311136684159,0.003052493291801769,1.04969602792147,0.05960422502190946,0.7866174980761935,0.029703965363633955,0.05596420092114296,0.07500166488223048,2.453828102743664,1740.6270867622854
2024-02-23 15:30:00,509.1600036621094,509.659912109375,507.1000061035156,508.1799926757813,10304466,1h,1h,1-Hour,yfinance,730d,2026-04-02T22:50:02Z,-0.0020619725622867957,-0.0020619725622867957,494.73367799478314,495.1385539463588,482.37802315848216,459.9526674107143,448.66584178379605,494.73367799478314,482.37802315848216,459.9526674107143,448.66584178379605,0.0028881995361469607,5.874759605944466,9187763.971428571,1.1215423069251742,59.24673604717067,2.559906005859375,1.6411415500189208,0.003229449355881999,14.167001904509732,29.76530761760219,21.558477175711836,495.1385539463588,5.874759605944466,506.8880731582477,483.3890347344699,0.047459520646262646,6.078631884865445,6.149866060105893,-0.0712341752404484,510.1300048828125,490.7149963378906,493.55999755859375,0.030185051132053164,0.11719854115117201,0.01741807779709381,0.041822120520597084,0.0030528379162750503,1.0578515612196153,0.05960422502190946,0.7962442365254706,0.027178894987496705,0.05348910663125728,0.07513872961813606,2.219910192789221,1740.6270867622854
2024-02-23 16:30:00,508.19000244140625,508.9949951171875,507.75,508.2593078613281,5722623,1h,1h,1-Hour,yfinance,730d,2026-04-02T22:50:02Z,0.00015607695440578162,0.00015607695440578162,494.92553090069157,495.2930489676339,482.51396405901227,460.0649092755999,448.7350984409877,494.92553090069157,482.51396405901227,460.0649092755999,448.7350984409877,0.0028794419274359904,5.933084729100368,9171261.842857143,0.6239733526370695,59.28219813124379,1.2449951171875,1.6370992394798247,0.0032209921474305506,14.185607052370466,29.534326253961623,21.39118152669542,495.2930489676339,5.933084729100368,507.15921842583464,483.4268795094332,0.0479157520297691,6.138797951314473,6.149520181706161,-0.010722230391688292,510.1300048828125,490.7149963378906,493.55999755859375,0.031203126999721276,0.11717616050977853,0.015625046688963584,0.044447121553312874,0.0030548634435667746,1.0543817119595398,0.05960422502190946,0.803898582896701,0.026940976223980728,0.053356681298382336,0.07527573781364638,2.1854161006833075,1740.6270867622854
2024-02-23 17:30:00,508.260009765625,508.989990234375,507.7900085449219,508.9200134277344,3830007,1h,1h,1-Hour,yfinance,730d,2026-04-02T22:50:02Z,0.001299937957233599,0.001299937957233599,495.12403419894747,495.454806300572,482.6495498221261,460.1797521536691,448.8051918029785,495.12403419894747,482.6495498221261,460.1797521536691,448.8051918029785,0.002879250926308817,5.993387268969641,9138325.835714286,0.41911473379857134,59.578219633540314,1.199981689453125,1.632638856316287,0.0032080460843344656,14.204022351783642,29.31282025977802,21.230748717424987,495.454806300572,5.993387268969641,507.44158083851124,483.46803176263273,0.048386954311499294,6.203652847841283,6.151211827522884,0.05244102031839937,510.1300048828125,490.7149963378906,493.55999755859375,0.03245962745301623,0.11791587809700732,0.01487660451436934,0.04657050803722762,0.00305854886821967,1.0488784788329426,0.05960422502190946,0.8118041010299707,0.027863683190227695,0.05442968633305445,0.07540990754403976,2.246677299976524,1740.6270867622854
2024-02-23 18:30:00,508.9299926757813,509.05999755859375,507.6300048828125,507.7786865234375,5305637,1h,1h,1-Hour,yfinance,730d,2026-04-02T22:50:02Z,-0.0022426449622401368,-0.0022426449622401368,495.30353281347925,495.60911843436105,482.78111746651786,460.29037885393416,448.8739765712193,495.30353281347925,482.78111746651786,460.29037885393416,448.8739765712193,0.0028870565326363923,6.030473810562547,9112652.085714286,0.5822275392602265,58.831758510206264,1.42999267578125,1.6305710381475622,0.0032111844813957156,14.219888552300244,29.050503754267194,21.140887566992195,495.60911843436105,6.030473810562547,507.67006605548613,483.54817081323597,0.04867120951779843,6.250313113086406,6.154308742696744,0.09600437038966181,510.1300048828125,490.7149963378906,493.55999755859375,0.031022905414017643,0.11600938905417002,0.012499604466004843,0.044436055479819325,0.0030614245413283225,1.0489183835974654,0.05960422502190946,0.8165731456101938,0.025186886188950597,0.051778265869425466,0.07553821933341398,2.018011929304975,1740.6270867622854
2024-02-23 19:30:00,507.83990478515625,508.55999755859375,507.7850036621094,507.9200134277344,6107455,1h,1h,1-Hour,yfinance,730d,2026-04-02T22:50:02Z,0.0002783238210812833,0.0002783238210812833,495.48248998531267,495.7617614746094,482.913803187779,460.4017074584961,448.9421480015346,495.48248998531267,482.913803187779,460.4017074584961,448.9421480015346,0.0028867981481627064,6.069569480531732,9110147.721428571,0.6704013136509585,58.89618595798073,0.78131103515625,1.6219051197496916,0.003193229400046967,14.235592852811575,28.907704445365322,21.036968400575155,495.7617614746094,6.069569480531732,507.90090043567284,483.62262251354593,0.04897166302199837,6.2955510420846394,6.158722564552616,0.1368284775320232,510.1300048828125,490.7149963378906,493.55999755859375,0.02992945424612725,0.11639360723591907,0.01253913937303519,0.043921541816704046,0.0030638430977371666,1.0422300679840166,0.05960422502190946,0.821613954446975,0.025101842534920538,0.05178193307974621,0.07567045183320209,2.003148986451647,1740.6270867622854
2024-02-23 20:30:00,507.8450012207031,508.760009765625,507.7099914550781,507.8200073242187,12131854,1h,1h,1-Hour,yfinance,730d,2026-04-02T22:50:02Z,-0.00019689341012729678,-0.00019689341012729678,495.6574902312546,495.90333295549664,483.04480320521765,460.51372174944197,449.00981229509625,495.6574902312546,483.04480320521765,460.51372174944197,449.00981229509625,0.0028782029155289194,6.117833836447312,9115899.42857143,1.3308455292931207,58.83036470373473,1.050018310546875,1.6160695400639487,0.0031823668165011187,14.25331945418286,28.842338002568184,20.897494191691095,495.90333295549664,6.117833836447312,508.1390006283913,483.667665282602,0.04934698704270531,6.3363627429450275,6.164273820127379,0.17208892281764854,510.1300048828125,490.7149963378906,493.55999755859375,0.028038152254771243,0.11731574768804998,0.01169438185961491,0.040614769107005566,0.0030651225348134856,1.0382510912226115,0.05960422502190946,0.8279108909572473,0.02453814848493363,0.051289660823605754,0.0758001049824566,1.9478584556723084,1740.6270867622854
2024-02-26 14:30:00,508.3699951171875,508.75,507.7300109863281,507.9500122070313,6987499,1h,1h,1-Hour,yfinance,730d,2026-04-02T22:50:02Z,0.0002560058306833035,0.0002560058306833035,495.8318522450954,496.04483293805805,483.1760032435826,460.62865033830917,449.0779265921457,495.8318522450954,483.1760032435826,460.62865033830917,449.0779265921457,0.002878204217560741,6.165546537352743,9096955.164285714,0.7681140418755327,58.89070487128625,1.019989013671875,1.6099870857130092,0.0031695778069138177,14.270865171866683,28.655881519676953,20.762398580930423,496.04483293805805,6.165546537352743,508.37592601276356,483.71373986335254,0.0497176555662069,6.375787345200592,6.1708836177859165,0.20490372741467588,510.1300048828125,490.7149963378906,493.55999755859375,0.020082337091784863,0.11870945019965329,0.015412646176176326,0.04058261352096104,0.0030656977599739883,1.0338846341267218,0.05960422502190946,0.8341297206352666,0.024440059481991128,0.051273260255351394,0.07592908631736184,1.930920348560843,1740.6270867622854
2024-02-26 15:30:00,507.9599914550781,508.2999877929687,507.0150146484375,507.389892578125,5381715,1h,1h,1-Hour,yfinance,730d,2026-04-02T22:50:02Z,-0.0011027062022749279,-0.0011027062022749279,495.9957960796064,496.17847508021765,483.3042600795201,460.74455017089844,449.14617651803155,495.9957960796064,483.3042600795201,460.74455017089844,449.14617651803155,0.002879731551056684,6.207095047283763,9072705.892857144,0.5931763978194172,58.51737751364251,1.2849731445311932,1.6066706169254397,0.003166540446365028,14.277368917836865,28.422022084165473,21.04705688602441,496.17847508021765,6.207095047283763,508.59266517478517,483.76428498565014,0.05003921257390499,6.405166271786186,6.178204950723425,0.22696132106276057,510.1300048828125,490.7149963378906,493.55999755859375,0.02062796345269402,0.11374735917816303,0.010958333039440937,0.03828660919776383,0.003066315335525785,1.032685845998307,0.05960422502190946,0.8395245900019918,0.022972163450937444,0.04983534077403329,0.07605115071065782,1.8062261673942765,1740.6270867622854
2024-02-26 16:30:00,507.3900146484375,507.8900146484375,507.2301025390625,507.7900085449219,4015510,1h,1h,1-Hour,yfinance,730d,2026-04-02T22:50:02Z,0.0007885769359019523,0.0007885769359019523,496.16308987344064,496.3173322405134,483.43271728515623,460.8591359165737,449.2145122419085,496.16308987344064,483.43271728515623,460.8591359165737,449.2145122419085,0.0028789285907675093,6.247723842093949,9055152.885714285,0.4434502708767076,58.7063011436867,0.659912109375,1.5970098158279862,0.003145020163756739,14.28380629905225,28.3021805364641,20.958311902845146,496.3173322405134,6.247723842093949,508.8127799247013,483.8218845563255,0.05035265493461622,6.436934942856567,6.186290262977586,0.250644679878981,510.1300048828125,490.7149963378906,493.55999755859375,0.02107609127278165,0.11504175527140248,0.011090771595476445,0.03980751960364581,0.003067609823893469,1.0252347411526475,0.05960422502190946,0.8447833172247013,0.02343366306116601,0.05038403564522986,0.07617341851329318,1.8362969610006592,1740.6270867622854
2024-02-26 17:30:00,507.7900085449219,507.8999938964844,506.4500122070313,506.6199951171875,4511036,1h,1h,1-Hour,yfinance,730d,2026-04-02T22:50:02Z,-0.002304128494152624,-0.002304128494152624,496.31141477051506,496.45447496686666,483.5576886858259,460.9722930472238,449.2818408203125,496.31141477051506,483.5576886858259,460.9722930472238,449.2818408203125,0.002881294030132408,6.261627407955914,9008209.542857142,0.5007694346516312,57.92690242381379,1.4499816894530682,1.5955095288241605,0.003149322064272452,14.278312801000013,28.039724275799145,21.262864760711633,496.45447496686666,6.261627407955914,508.9777297827785,483.9312201509548,0.05045076818674122,6.451219119898212,6.194569289756355,0.25664983014185694,510.1300048828125,490.7149963378906,493.55999755859375,0.016900808317638516,0.11455287366091582,0.009887157474923747,0.03939104091034573,0.0030690684168693957,1.0261491881256004,0.05960422502190946,0.8464293960402373,0.020770387381557454,0.04769297846144993,0.07629030321575314,1.6234629574740767,1740.6270867622854
2024-02-26 18:30:00,506.6499938964844,507.2900085449219,506.0199890136719,507.1650085449219,6438284,1h,1h,1-Hour,yfinance,730d,2026-04-02T22:50:02Z,0.0010757834925332332,0.0010757834925332332,496.4653664552584,496.59708208356585,483.6831601388114,461.0871216256278,449.3495086887905,496.4653664552584,483.6831601388114,461.0871216256278,449.3495086887905,0.002881394776590292,6.276566503067412,9012426.485714287,0.7143785317090139,58.188145684894806,1.27001953125,1.5921882023183018,0.0031393889079342403,14.266370794169832,27.81149904162861,21.365393826776234,496.59708208356585,6.276566503067412,509.1502150897007,484.043949077431,0.050556612026256026,6.470223230927047,6.20318347541794,0.2670397555091073,510.1300048828125,490.7149963378906,493.55999755859375,0.01850586627570827,0.11648873647753843,0.00906188139582298,0.04097905549601388,0.003069320878358061,1.0228285123495013,0.05960422502190946,0.8482051735035949,0.021551638467872447,0.048547996583903075,0.07640745296508067,1.6837113820416605,1740.6270867622854
