agent,actual_cumulative_return,median_simulated_return,mean_simulated_return,std_simulated_return,actual_percentile,RCSI,RCSI_z,simulation_count,bh_adjusted_p_value,research_grade
random,0.2145693036217945,0.1541149711848499,0.1556727913668669,0.0929979702127115,73.96301849075462,0.05889651225492759,0.6333096531054963,2000,1.0,False
turn_of_month_seasonality,0.0553139270593263,0.0028207317678631,0.0043121666131632,0.0554042516230352,82.25887056471764,0.0510017604461631,0.9205387484190528,2000,1.0,False
uptrend_oversold_reversion,0.006504822799846,-0.0012962287400737,-0.0018325461407637,0.0349396158378634,59.220389805097454,0.008337368940609699,0.2386222269672081,2000,1.0,False
trend_pullback,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2000,1.0,False
breakout_volume_momentum,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2000,1.0,False
mean_reversion_vol_filter,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2000,1.0,False
adx_trend_following,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2000,1.0,False
volatility_squeeze_breakout,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2000,1.0,False
donchian_trend_reentry,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2000,1.0,False
trend_momentum_verification,-0.0133504130403861,0.0073064451564848,0.0059537863891947,0.0451508797066041,29.08545727136432,-0.0193041994295808,-0.42754868908472726,2000,1.0,False
connors_rsi2_pullback,-0.0805558861364576,-0.0181663885941047,-0.0151299733526814,0.0696634121908688,17.191404297851072,-0.0654259127837762,-0.9391718080721858,2000,1.0,False
