agent,actual_cumulative_return,median_simulated_return,mean_simulated_return,std_simulated_return,actual_percentile,p_value,p_value_prominence,p_value_interpretation,lower_5pct,upper_95pct,number_of_trades,transaction_cost,execution_cost_model,simulation_count,research_grade,reproducible,seed_used,null_model,bh_adjusted_p_value
trend_pullback,-0.05996976416831128,0.00838273889605292,0.00809514997946854,0.10187971586007187,23.938030984507748,0.7611194402798601,0.11854718530016879,no evidence,-0.15499505058251511,0.17086935284348337,9,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,1.0
breakout_volume_momentum,-0.007996714249771211,-0.00012954916597441562,0.0104056825502556,0.14961612047888095,48.02598700649675,0.52023988005997,0.28379635912567525,no evidence,-0.2155934129706331,0.27063176600990113,17,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,1.0
mean_reversion_vol_filter,0.0,0.0,0.0,0.0,100.0,1.0,-0.0,no trades,0.0,0.0,0,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,1.0
trend_momentum_verification,-0.10408833450882571,0.0012802030670984498,0.0024010874113850264,0.07743183963421389,7.746126936531734,0.9230384807596201,0.03478019319597002,no evidence,-0.11943955900660008,0.13452306218267945,26,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,1.0
adx_trend_following,-0.14204139020478818,0.003904340862031344,0.010721121234333332,0.11792786129577051,8.645677161419291,0.9140429785107447,0.03903338315979451,no evidence,-0.17442241392527358,0.21436435588859942,14,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,1.0
uptrend_oversold_reversion,-0.0789737401188619,-0.020981866273358324,-0.015912614911147576,0.10257245120832047,27.23638180909545,0.728135932033983,0.13778753686622128,no evidence,-0.17109681371493135,0.15691326036010309,53,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,1.0
volatility_squeeze_breakout,-0.012932425036768001,-0.0009622233967488385,-0.0009251487147489034,0.031094514646415383,34.18290854572714,0.6586706646676662,0.1813316783782203,no evidence,-0.05049839730028506,0.0491075405318936,5,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,1.0
connors_rsi2_pullback,-0.09026528826698785,-0.09139608273746117,-0.0878322929751346,0.11289318253392876,50.57471264367817,0.4947526236881559,0.3056118940386615,no evidence,-0.26158290550915025,0.11051215106558687,241,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,1.0
donchian_trend_reentry,-0.07596078972659748,0.010994651305617088,0.014807502759411263,0.09633502372385654,17.041479260369815,0.8300849575212393,0.08087745618481694,no evidence,-0.1343726177002206,0.17749474229286755,8,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,1.0
turn_of_month_seasonality,0.021054125667270957,-0.002457308337359322,-0.0013736481925913431,0.057678475398561295,65.71714142928535,0.34332833583208394,0.464290351576661,no evidence,-0.09319294840109472,0.09499831331151429,10,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,1.0
random,-0.3280598786880134,0.05439475807032251,0.07511127782793003,0.24190296329594735,2.6986506746626686,0.9735132433783108,0.0116581360936147,no evidence,-0.2727046695456458,0.5087977904162352,172,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,1.0
