agent,skill_luck_verdict,evidence_label,confidence_label,final_classification,stability_classification,verdict_reason,cumulative_return,annualized_sharpe,trade_level_return_ratio,max_drawdown,RCSI,RCSI_z,p_value,adjusted_p_value,p_value_prominence,actual_percentile,number_of_trades,number_of_periods,transaction_cost,research_grade,artifact_run_id,signal_count,trades_per_month,average_holding_bars,average_holding_days,average_holding_hours,activity_status,activity_warning
trend_pullback,Random / Luck,Random / Luck,Low,random / luck,not available,"The result is statistically consistent with the null distribution. raw p=0.551; BH-adjusted p=1.000; percentile=44.9; RCSI_z=-0.151. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",-0.0066900510300365035,-0.03648421005421276,-0.055892405991800974,-0.052491244259226466,-0.0146290285020184,-0.1508047975781709,0.551224387806097,1.0,0.2586715761960208,44.927536231884055,5,15248,0.00047,False,run_20260402T224112Z_pid45834,5.0,0.4335826210826211,93.6,3.4,93.6,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
breakout_volume_momentum,Random / Luck,Random / Luck,Low,random / luck,not available,"The result is statistically consistent with the null distribution. raw p=0.470; BH-adjusted p=1.000; percentile=53.0; RCSI_z=0.043. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",0.004773617851531631,0.07742090077715462,0.03310135547818892,-0.0783054312598489,0.0053377173656725,0.0432048945878585,0.4702648675662169,1.0,0.3276574652089545,53.02348825587207,9,15248,0.00047,False,run_20260402T224112Z_pid45834,9.0,0.576963580517771,68.11111111111111,2.5555555555555554,70.33333333333333,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
mean_reversion_vol_filter,No Trades,No Trades,Not Applicable,no trades,not available,"No completed trades were generated for this strategy on the current ticker, so skill-versus-luck classification is not applicable.",0.0,0.0,0.0,0.0,,,,,,,0,15248,0.00047,False,run_20260402T224112Z_pid45834,0.0,0.0,0.0,0.0,0.0,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
trend_momentum_verification,Negative Skill,Negative Skill,Low,negative skill,not available,"The result is worse than the random null on all three metrics. raw p=0.995; BH-adjusted p=1.000; percentile=0.6; RCSI_z=-2.451. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",-0.14174633275132376,-1.75949577140041,-0.6251507876023175,-0.15102638004864422,-0.1357773592659364,-2.450709730453992,0.9945027486256872,1.0,0.0023940122265047274,0.5997001499250375,19,15248,0.00047,False,run_20260402T224112Z_pid45834,19.0,1.5953448275862068,8.0,0.1052631578947368,8.0,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
adx_trend_following,Negative Skill,Negative Skill,Low,negative skill,not available,"The result is worse than the random null on all three metrics. raw p=0.805; BH-adjusted p=1.000; percentile=19.5; RCSI_z=-0.849. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",-0.06206522327436503,-0.758060703325485,-0.3597531000643805,-0.07525548028967022,-0.0657609315651915,-0.8487874655515272,0.8050974512743628,1.0,0.09415154821699336,19.54022988505747,8,15248,0.00047,False,run_20260402T224112Z_pid45834,8.0,0.6960457360647929,33.375,1.0,33.375,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
uptrend_oversold_reversion,Negative Skill,Negative Skill,Low,negative skill,not available,"The result is worse than the random null on all three metrics. raw p=0.728; BH-adjusted p=1.000; percentile=27.2; RCSI_z=-0.615. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",-0.07897374011886316,-0.6871839474485602,-0.12474019507932202,-0.09503002625088508,-0.0630611252077144,-0.6147959268287336,0.728135932033983,1.0,0.13778753686622128,27.23638180909545,53,15248,0.00047,False,run_20260402T224112Z_pid45834,53.0,3.0047729918509893,8.39622641509434,0.0754716981132075,8.39622641509434,acceptable,Trade activity is in a reasonable range for 1-hour research and null-hypothesis testing.
volatility_squeeze_breakout,Random / Luck,Random / Luck,Low,random / luck,not available,"The result is statistically consistent with the null distribution. raw p=0.683; BH-adjusted p=1.000; percentile=31.7; RCSI_z=-0.342. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",-0.005086329298129577,-0.3563568690462167,0.0,-0.01140087481034946,-0.0053986001343144,-0.3424870075122461,0.6831584207896052,1.0,0.16547857406838912,31.734132933533232,1,15248,0.00047,False,run_20260402T224112Z_pid45834,1.0,0.0,10.0,0.0,10.0,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
connors_rsi2_pullback,Negative Skill,Negative Skill,Low,negative skill,not available,"The result is worse than the random null on all three metrics. raw p=0.683; BH-adjusted p=1.000; percentile=31.7; RCSI_z=-0.500. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",-0.11630088018470841,-1.066588391312502,-0.10709920722692652,-0.16823565499442983,-0.049620369067523,-0.5003509586955519,0.6831584207896052,1.0,0.16547857406838912,31.734132933533232,173,15248,0.00047,False,run_20260402T224112Z_pid45834,173.0,9.77919213804844,2.7109826589595376,0.0,2.7109826589595376,acceptable,Trade activity is in a reasonable range for 1-hour research and null-hypothesis testing.
donchian_trend_reentry,Negative Skill,Negative Skill,Low,negative skill,not available,"The result is worse than the random null on all three metrics. raw p=0.950; BH-adjusted p=1.000; percentile=5.0; RCSI_z=-1.491. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",-0.10469322989544483,-1.3986219767490913,-0.7977105024555508,-0.1119241357283638,-0.1131929792856898,-1.490766208520015,0.9500249875062468,1.0,0.022264971770768322,5.047476261869066,6,15248,0.00047,False,run_20260402T224112Z_pid45834,6.0,1.11159015977682,42.0,1.3333333333333333,42.0,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
turn_of_month_seasonality,Random / Luck,Random / Luck,Low,random / luck,not available,"The result is statistically consistent with the null distribution. raw p=0.343; BH-adjusted p=1.000; percentile=65.7; RCSI_z=0.389. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",0.021054125667271162,0.3879435821470655,0.13125110370021917,-0.040577629199280874,0.0224277738598622,0.3888413087358003,0.3433283358320839,1.0,0.46429035157666104,65.71714142928535,10,15248,0.00047,False,run_20260402T224112Z_pid45834,10.0,0.7144953051643194,16.7,0.4,16.7,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
