agent,skill_luck_verdict,evidence_label,confidence_label,final_classification,stability_classification,verdict_reason,cumulative_return,annualized_sharpe,trade_level_return_ratio,max_drawdown,RCSI,RCSI_z,p_value,adjusted_p_value,p_value_prominence,actual_percentile,number_of_trades,number_of_periods,transaction_cost,research_grade,artifact_run_id,signal_count,trades_per_month,average_holding_bars,average_holding_days,average_holding_hours,activity_status,activity_warning
trend_pullback,No Trades,No Trades,Not Applicable,no trades,not available,"No completed trades were generated for this strategy on the current ticker, so skill-versus-luck classification is not applicable.",0.0,0.0,0.0,0.0,,,,,,,0,2829,0.00047,False,run_20260402T224112Z_pid45834,0.0,0.0,0.0,0.0,0.0,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
breakout_volume_momentum,No Trades,No Trades,Not Applicable,no trades,not available,"No completed trades were generated for this strategy on the current ticker, so skill-versus-luck classification is not applicable.",0.0,0.0,0.0,0.0,,,,,,,0,2829,0.00047,False,run_20260402T224112Z_pid45834,0.0,0.0,0.0,0.0,0.0,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
mean_reversion_vol_filter,No Trades,No Trades,Not Applicable,no trades,not available,"No completed trades were generated for this strategy on the current ticker, so skill-versus-luck classification is not applicable.",0.0,0.0,0.0,0.0,,,,,,,0,2829,0.00047,False,run_20260402T224112Z_pid45834,0.0,0.0,0.0,0.0,0.0,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
trend_momentum_verification,No Trades,No Trades,Not Applicable,no trades,not available,"No completed trades were generated for this strategy on the current ticker, so skill-versus-luck classification is not applicable.",0.0,0.0,0.0,0.0,,,,,,,0,2829,0.00047,False,run_20260402T224112Z_pid45834,0.0,0.0,0.0,0.0,0.0,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
adx_trend_following,No Trades,No Trades,Not Applicable,no trades,not available,"No completed trades were generated for this strategy on the current ticker, so skill-versus-luck classification is not applicable.",0.0,0.0,0.0,0.0,,,,,,,0,2829,0.00047,False,run_20260402T224112Z_pid45834,0.0,0.0,0.0,0.0,0.0,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
uptrend_oversold_reversion,Weak Skill,Weak Skill,Moderate,weak skill,not available,"There is some evidence of edge, but it remains modest. raw p=0.138; BH-adjusted p=1.000; percentile=86.3; RCSI_z=0.991. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",0.02203916380469928,0.4204919150936227,0.1366184064533787,-0.027222467194817468,0.0267489682755056,0.9910374635895508,0.1379310344827586,1.0,0.8603380065709938,86.2568715642179,15,2829,0.00047,False,run_20260402T224112Z_pid45834,15.0,0.9967706722459748,4.2,0.2666666666666666,17.6,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
volatility_squeeze_breakout,No Trades,No Trades,Not Applicable,no trades,not available,"No completed trades were generated for this strategy on the current ticker, so skill-versus-luck classification is not applicable.",0.0,0.0,0.0,0.0,,,,,,,0,2829,0.00047,False,run_20260402T224112Z_pid45834,0.0,0.0,0.0,0.0,0.0,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
connors_rsi2_pullback,Random / Luck,Random / Luck,Low,random / luck,not available,"The result is statistically consistent with the null distribution. raw p=0.671; BH-adjusted p=1.000; percentile=32.9; RCSI_z=-0.447. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",-0.033879884237246416,-0.7334825233634656,-0.14357985752651561,-0.048176783779571575,-0.0206278188490725,-0.4474063357378381,0.6711644177911045,1.0,0.17317107596749604,32.93353323338331,53,2829,0.00047,False,run_20260402T224112Z_pid45834,54.0,3.279947475432057,2.792452830188679,0.0754716981132075,10.566037735849056,acceptable,Trade activity is in a reasonable range for 1-hour research and null-hypothesis testing.
donchian_trend_reentry,No Trades,No Trades,Not Applicable,no trades,not available,"No completed trades were generated for this strategy on the current ticker, so skill-versus-luck classification is not applicable.",0.0,0.0,0.0,0.0,,,,,,,0,2829,0.00047,False,run_20260402T224112Z_pid45834,0.0,0.0,0.0,0.0,0.0,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
turn_of_month_seasonality,Random / Luck,Random / Luck,Low,random / luck,not available,"The result is statistically consistent with the null distribution. raw p=0.267; BH-adjusted p=1.000; percentile=73.4; RCSI_z=0.559. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",0.03657355845951704,0.808781391929587,0.28723893280265367,-0.01870266682352606,0.0263677685306751,0.5587168192252908,0.2668665667166416,1.0,0.5737058316076551,73.36331834082958,8,2829,0.00047,False,run_20260402T224112Z_pid45834,10.0,0.5314176593616441,20.375,3.75,94.75,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
random,Random / Luck,Random / Luck,Low,random / luck,not available,"The result is statistically consistent with the null distribution. raw p=0.436; BH-adjusted p=1.000; percentile=56.5; RCSI_z=0.103. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",0.1272661015136758,0.5551896317843291,0.1569805564872779,-0.18355810988739352,0.007635804688516,0.1030734286131662,0.4357821089455272,1.0,0.3607306037036442,56.47176411794103,32,2829,0.00047,False,run_20260402T224112Z_pid45834,32.0,1.6401908504069602,75.90625,15.3125,378.03125,acceptable,Trade activity is in a reasonable range for 1-hour research and null-hypothesis testing.
buy_and_hold,Benchmark,Benchmark Reference,Not Applicable,benchmark,not_applicable,Passive benchmark included for strategy context; not evaluated against the Monte Carlo skill-vs-luck null.,0.2873784481215866,0.8334565100690774,,-0.1943384094053687,,,,,,,,3669,0.00047,,,,,,,,,
