agent,skill_luck_verdict,evidence_label,confidence_label,final_classification,stability_classification,verdict_reason,cumulative_return,annualized_sharpe,trade_level_return_ratio,max_drawdown,RCSI,RCSI_z,p_value,adjusted_p_value,p_value_prominence,actual_percentile,number_of_trades,number_of_periods,transaction_cost,research_grade,artifact_run_id,signal_count,trades_per_month,average_holding_bars,average_holding_days,average_holding_hours,activity_status,activity_warning
trend_pullback,Random / Luck,Random / Luck,Low,random / luck,not available,"The result is statistically consistent with the null distribution. raw p=0.304; BH-adjusted p=0.729; percentile=69.6; RCSI_z=0.329. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",0.640648982135771,0.29729632089594404,0.1454207303789093,-0.28164936226326553,0.213012989415156,0.3292020577558011,0.3043478260869565,0.7293020156588373,0.5166297960033361,69.6151924037981,109,6490,0.00047,False,run_20260402T223730Z_pid41920,111.0,0.3590570887445887,10.275229357798166,15.119266055045872,362.862385321101,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
breakout_volume_momentum,Random / Luck,Random / Luck,Low,random / luck,not available,"The result is statistically consistent with the null distribution. raw p=0.398; BH-adjusted p=0.729; percentile=60.3; RCSI_z=0.071. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",0.4031936847023547,0.22313280361159607,0.12298521431788854,-0.153338194082406,0.0393201950918439,0.071227363761728,0.3978010994502748,0.7293020156588373,0.4003340208985424,60.26986506746626,98,6490,0.00047,False,run_20260402T223730Z_pid41920,98.0,0.33291015625,9.010204081632653,13.20408163265306,316.8979591836735,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
mean_reversion_vol_filter,Negative Skill,Negative Skill,Low,negative skill,not available,"The result is worse than the random null on all three metrics. raw p=0.952; BH-adjusted p=0.952; percentile=4.9; RCSI_z=-1.779. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",-0.08305859628747914,-0.16462193156727115,-0.3660999144443743,-0.1089665440806693,-0.0887393919245768,-1.7794089510937854,0.9515242378810594,0.9515242378810594,0.021580144587755878,4.897551224387806,4,6490,0.00047,False,run_20260402T223730Z_pid41920,4.0,0.0545719408337068,3.5,5.5,132.0,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
trend_momentum_verification,Weak Skill,Weak Skill,Moderate,weak skill,not available,"There is some evidence of edge, but it remains modest. raw p=0.126; BH-adjusted p=0.729; percentile=87.4; RCSI_z=1.014. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",1.6517030364785459,0.5272592333106162,0.28560261747571386,-0.1728660763861306,0.987110114480132,1.013843713727946,0.1264367816091954,0.7293020156588373,0.8981265674603935,87.40629685157421,86,6490,0.00047,False,run_20260402T223730Z_pid41920,86.0,0.2804998928418345,19.906976744186046,29.011627906976745,696.2790697674419,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
adx_trend_following,Random / Luck,Random / Luck,Low,random / luck,not available,"The result is statistically consistent with the null distribution. raw p=0.557; BH-adjusted p=0.875; percentile=44.4; RCSI_z=-0.323. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",0.8653139794120719,0.35027324410092886,0.1798021224811891,-0.14797833022152607,-0.3695381164640215,-0.3227942516426433,0.5567216391804098,0.874848290140644,0.25436189779850127,44.377811094452774,112,6490,0.00047,False,run_20260402T223730Z_pid41920,112.0,0.4127118644067796,15.267857142857142,22.008928571428573,528.2142857142857,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
uptrend_oversold_reversion,Random / Luck,Random / Luck,Low,random / luck,not available,"The result is statistically consistent with the null distribution. raw p=0.396; BH-adjusted p=0.729; percentile=60.4; RCSI_z=0.183. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",0.15331249717532214,0.1489436818486864,0.09011324003868772,-0.20762341409304974,0.0477966965704556,0.1834439961659467,0.3963018490754623,0.7293020156588373,0.4019739013186076,60.41979010494752,74,6490,0.00047,False,run_20260402T223730Z_pid41920,75.0,0.2767045454545454,3.9054054054054057,5.716216216216216,137.1891891891892,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
volatility_squeeze_breakout,Negative Skill,Negative Skill,Low,negative skill,not available,"The result is worse than the random null on all three metrics. raw p=0.862; BH-adjusted p=0.948; percentile=13.9; RCSI_z=-1.062. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",-0.1375772130095937,-0.18373294489211708,-0.20569327251750108,-0.19024491479034655,-0.2313193382646492,-1.0621473005343325,0.8615692153923038,0.9477261369315342,0.06470982714751744,13.893053473263366,21,6490,0.00047,False,run_20260402T223730Z_pid41920,21.0,0.0734023311897106,9.523809523809524,13.952380952380953,334.85714285714283,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
connors_rsi2_pullback,Random / Luck,Random / Luck,Low,random / luck,not available,"The result is statistically consistent with the null distribution. raw p=0.201; BH-adjusted p=0.729; percentile=80.0; RCSI_z=0.769. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",0.298573662879138,0.24048861533048277,0.13610115695231703,-0.15214770344288087,0.1945851026550183,0.7692809152404789,0.2008995502248875,0.7293020156588373,0.6970210355517414,79.960019990005,101,6490,0.00047,False,run_20260402T223730Z_pid41920,102.0,0.36829849047562,2.5445544554455446,3.702970297029703,88.87128712871286,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
donchian_trend_reentry,Negative Skill,Negative Skill,Low,negative skill,not available,"The result is worse than the random null on all three metrics. raw p=0.704; BH-adjusted p=0.948; percentile=29.7; RCSI_z=-0.593. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",0.09096522685280095,0.0841172356843133,0.04389775879606314,-0.14880340905635003,-0.4736518543164901,-0.5933662474897404,0.703648175912044,0.9477261369315342,0.152644433830118,29.68515742128935,94,6490,0.00047,False,run_20260402T223730Z_pid41920,94.0,0.3115675705107263,13.872340425531917,20.180851063829788,484.3404255319149,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
turn_of_month_seasonality,Weak Skill,Weak Skill,Moderate,weak skill,not available,"There is some evidence of edge, but it remains modest. raw p=0.196; BH-adjusted p=0.729; percentile=80.5; RCSI_z=0.676. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",0.6339299065785933,0.32652043518733614,0.11214097752719028,-0.16986773820451662,0.3714579896535806,0.6759374150274262,0.1959020489755122,0.7293020156588373,0.7079610216157542,80.45977011494253,210,6490,0.00047,False,run_20260402T223730Z_pid41920,210.0,0.6819454817027633,4.495238095238095,6.433333333333334,154.4,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
