agent,actual_cumulative_return,median_simulated_return,mean_simulated_return,std_simulated_return,actual_percentile,RCSI,RCSI_z,simulation_count,bh_adjusted_p_value,research_grade
connors_rsi2_pullback,0.4800872412911573,0.0674677536560749,0.0862132027540509,0.1980878992458572,96.40179910044976,0.39387403853710645,1.9883801082076642,2000,0.4012993503248375,False
uptrend_oversold_reversion,0.2020837178567205,0.0937726395771724,0.1085454661371986,0.2062963533507136,69.11544227886057,0.09353825171952189,0.45341689370777394,2000,0.8581820201010606,False
turn_of_month_seasonality,0.4505014981663749,0.393582703207032,0.4501245848309493,0.464065268859233,55.02248875562219,0.00037691333542561045,0.0008121989744075014,2000,0.8581820201010606,False
breakout_volume_momentum,0.4170908869396449,0.4034776801609487,0.4558064990444018,0.453561774749537,51.42428785607195,-0.03871561210475688,-0.0853590718180256,2000,0.8581820201010606,False
mean_reversion_vol_filter,-0.0250209564423867,0.0253219315828005,0.028627236152515,0.1008088800870198,29.83508245877061,-0.0536481925949017,-0.532177250144945,2000,0.8581820201010606,False
volatility_squeeze_breakout,0.1135592993948417,0.1670256540704406,0.1795244142007036,0.2372237849306645,41.52923538230884,-0.06596511480586191,-0.2780712516881143,2000,0.8581820201010606,False
trend_pullback,0.6054350371984824,0.7050643596465351,0.7928939157802128,0.6105026729212855,42.92853573213393,-0.1874588785817305,-0.30705660580441113,2000,0.8581820201010606,False
random,2.7897394057449945,2.8988534405149364,3.3220767921229446,2.121252522243848,48.02598700649675,-0.5323373863779501,-0.2509542738527174,2000,0.8581820201010606,False
trend_momentum_verification,0.91994447316974,1.2986783409669496,1.4823407726775415,1.0249205419987053,33.33333333333333,-0.5623962995078015,-0.5487218535117544,2000,0.8581820201010606,False
donchian_trend_reentry,0.1990560198384338,0.8230630421898423,0.9358569713756,0.7067213030987305,12.993503248375813,-0.7368009515371662,-1.04256224951271,2000,0.8705647176411794,False
adx_trend_following,0.4961205569122854,1.182308834267522,1.359913508842234,0.9976312840627524,17.291354322838583,-0.8637929519299486,-0.8658438901517195,2000,0.8705647176411794,False
