agent,actual_cumulative_return,median_simulated_return,mean_simulated_return,std_simulated_return,actual_percentile,p_value,p_value_prominence,p_value_interpretation,lower_5pct,upper_95pct,number_of_trades,transaction_cost,execution_cost_model,simulation_count,research_grade,reproducible,seed_used,null_model,bh_adjusted_p_value
trend_pullback,0.6054350371984824,0.7050643596465351,0.7928939157802128,0.6105026729212855,42.92853573213393,0.5712143928035982,0.24320085824092966,no evidence,-0.04221369922214118,1.8886087192388723,132,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.8581820201010606
breakout_volume_momentum,0.4170908869396449,0.4034776801609487,0.4558064990444018,0.45356177474953707,51.424287856071956,0.4862568715642179,0.3131342483678595,no evidence,-0.172426254006757,1.2905104047854064,116,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.8581820201010606
mean_reversion_vol_filter,-0.025020956442386794,0.025321931582800546,0.028627236152515053,0.1008088800870198,29.83508245877061,0.7021489255372314,0.1535707643951127,no evidence,-0.13469143174283302,0.19699102025377874,16,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.8581820201010606
trend_momentum_verification,0.91994447316974,1.2986783409669496,1.4823407726775415,1.0249205419987053,33.33333333333333,0.6671664167916042,0.1757658229356174,no evidence,0.13260883010404861,3.3695497492610484,100,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.8581820201010606
adx_trend_following,0.49612055691228546,1.1823088342675219,1.359913508842234,0.9976312840627525,17.291354322838583,0.8275862068965517,0.08218675618735007,no evidence,0.11085879370662503,3.1489908445481363,137,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.8705647176411794
uptrend_oversold_reversion,0.2020837178567205,0.0937726395771724,0.10854546613719865,0.20629635335071364,69.11544227886057,0.30934532733633185,0.5095564396160934,no evidence,-0.20440051139417956,0.4736495689400774,78,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.8581820201010606
volatility_squeeze_breakout,0.11355929939484179,0.16702565407044068,0.17952441420070364,0.23722378493066457,41.52923538230884,0.585207396301849,0.2326901935638483,no evidence,-0.18408969628458616,0.5924685106560849,30,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.8581820201010606
connors_rsi2_pullback,0.4800872412911573,0.06746775365607491,0.08621320275405091,0.19808789924585726,96.40179910044976,0.03648175912043978,1.4379242285157554,strong evidence,-0.21150624557323275,0.43924404845212245,103,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.40129935032483754
donchian_trend_reentry,0.19905601983843385,0.8230630421898423,0.9358569713755999,0.7067213030987305,12.993503248375813,0.8705647176411794,0.060198937964567024,no evidence,-0.025783943620959347,2.2606300852504004,106,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.8705647176411794
turn_of_month_seasonality,0.4505014981663749,0.39358270320703204,0.45012458483094936,0.46406526885923305,55.02248875562219,0.45027486256871563,0.3465222976571484,no evidence,-0.20122792314733773,1.287305337564062,231,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.8581820201010606
random,2.7897394057449945,2.8988534405149364,3.3220767921229446,2.121252522243848,48.02598700649675,0.52023988005997,0.28379635912567525,no evidence,0.7770598994530138,7.350280101872319,312,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.8581820201010606
